PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Carlsson, M; Berggren, K; Linse, P; Veide, A; Tjerneld, F",,,,"Carlsson, M; Berggren, K; Linse, P; Veide, A; Tjerneld, F",,,Effects of fused tryptophan rich peptides to a recombinant protein A domain on the partitioning in polyethylene glycol-dextran and Ucon-dextran aqueous two-phase systems,JOURNAL OF CHROMATOGRAPHY A,,,English,Article,,,,,,partitioning; aqueous two-phase systems; thermoseparating polymer; heterogeneous lattice model; protein A,POLYMER 2-PHASE SYSTEMS; SEPARATION; PURIFICATION; THERMODYNAMICS; MODEL; BIOMATERIALS; ENHANCE,"Genetic engineering has been used to construct fusion proteins with tryptophan containing peptides. The peptides and the fusion proteins have been partitioned in aqueous two-phase systems of poly(ethylene glycol) (PEG)-dextran and Ucon-dextran. The studied model protein was ZZT0, where Z is an engineered domain of domain B of staphylococcal protein A. The specially designed hydrophobic peptides, Ala-Trp-Trp-Pro (T1) and (Ala-Trp-Trp-Pro), (T2), have been inserted into ZZT0, to give the peptide-protein fusions ZZT1 and ZZT2. In the experimental studies it was found that T1 and T2 preferred the PEG phase and even more the Ucon phase over the dextran phase. For T2 the partitioning was more one sided than for T1. For the fusion proteins, ZZT1 and ZZT2, the partitioning was enhanced into the PEG or Ucon rich phase as compared to ZZT0. The effects were lower than expected from independent contributions to the partition coefficient from the protein and the peptides. A heterogeneous lattice model was used to calculate theoretical peptide and protein partition coefficients. The calculations could reproduce the qualitative features of the experimental data. The model results suggest that a part of these experimentally observed effects is due to a depletion zone, i.e. a zone of reduced polymer concentration around the protein. The experimental results indicate a further reduction of the partition coefficient, beyond that predicted by the lattice calculations. A possible folding of the inserted peptide is discussed as a plausible mechanism for this further reduction in the partition coefficient.","LUND UNIV,DEPT BIOCHEM,S-22100 LUND,SWEDEN; LUND UNIV,S-22100 LUND,SWEDEN; ROYAL INST TECHNOL,DEPT BIOCHEM & BIOTECHNOL,S-10044 STOCKHOLM,SWEDEN",,,,,,,,34,24,24,4,9,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0021-9673,,,J CHROMATOGR A,J. Chromatogr. A,DEC 20,1996.0,756,1-2,,,,,107,117,,10.1016/S0021-9673(96)00635-8,,,,11,"Biochemical Research Methods; Chemistry, Analytical",Biochemistry & Molecular Biology; Chemistry,WC976,WOS:A1996WC97600008,9008856.0,,,,2019-02-25
J,"Hardouin, P",,,,"Hardouin, P",,,Bone cements in orthopedics and rheumatology,PRESSE MEDICALE,,,French,Editorial Material,,,,,,,,"Acrylic cement has been used for total hip arthroplasts fixation for several years. Use of new cements for bony injections or for treatment of fractures is often misunderstood, in spite (or because?) of numerous paper in non-medical magazines. Acrylic cement continues to be the reference for bony cements. Most hip arthroplasties are still cemented, with good results in most cases, even after ten years. Other applications of acrylic cement are reported here, especially for percutaneous injection in metastatic vertebral lesions. New hind of cements are now available, especially pastes of carbonated apatite, and beta tricalcium phosphate - monocalcium phosphate monohydrate water mixtures. With this new family of injectable biomaterials we can hope the development of miniinvasive therapies for bone lesions, and first results appear to be very attractive. However continuous improvements of these materials and rigorous clinical evaluations are need.","GRP RECH INTERDISCIPLINAIRE BIOMAT OSTEOARTICULI,BERCK,FRANCE","Hardouin, P (reprint author), INST RECH MALAD SQUELETTE,INST CALOT,F-62608 BERCK,FRANCE.",,,,,,,10,4,4,1,1,MASSON EDITEUR,PARIS 06,"120 BLVD SAINT-GERMAIN, 75280 PARIS 06, FRANCE",0755-4982,,,PRESSE MED,Presse Med.,DEC 7,1996.0,25,38,,,,,1860,1862,,,,,,3,"Medicine, General & Internal",General & Internal Medicine,VX494,WOS:A1996VX49400002,8991045.0,,,,2019-02-25
J,"Pereiro, IR; Schmitt, VO; Szpunar, J; Donard, OFX; Lobinski, R",,,,"Pereiro, IR; Schmitt, VO; Szpunar, J; Donard, OFX; Lobinski, R",,,"Speciation analysis for organotin compounds in biomaterials after integrated dissolution, extraction, and derivatization in a focused microwave field",ANALYTICAL CHEMISTRY,,,English,Article,,,,,,,CAPILLARY GAS-CHROMATOGRAPHY; ATOMIC-ABSORPTION SPECTROMETRY; FLAME PHOTOMETRIC DETECTION; PHENYLTIN COMPOUNDS; BUTYLTIN COMPOUNDS; EMISSION-SPECTROMETRY; SEDIMENTS; TRIBUTYLTIN; ETHYLATION; OPTIMIZATION,"Hydrolysis with acetic acid carried out in a low-power focused microwave field in the presence of sodium tetraethylborate and nonane is shown to shorten the sample preparation time for gas chromatographic determination of organotin compounds in biological materials. After a 3-min reaction time, ethyl derivatives of mono-, di-, and tributyltin, and triphenyltin are quantitatively (>95%) found in the supernatant organic phase that is injected onto a capillary GC column, Two rapid one-step analytical procedures, using flame photometric and atomic emission detection, respectively, were developed on this basis and validated by analyzing the NIES 11 certified reference fish tissue.","UNIV BORDEAUX 1,PHOTOPHYS & PHOTOCHIM MOL LAB,CNRS,URA 348,F-33405 TALENCE,FRANCE",,,"Rodriguez Pereiro, Isaac/H-4771-2015","Rodriguez Pereiro, Isaac/0000-0002-9693-2042; Lobinski, Ryszard/0000-0003-1908-2029",,,,35,56,61,0,4,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0003-2700,,,ANAL CHEM,Anal. Chem.,DEC 1,1996.0,68,23,,,,,4135,4140,,10.1021/ac9604797,,,,6,"Chemistry, Analytical",Chemistry,VV333,WOS:A1996VV33300017,21619323.0,,,,2019-02-25
J,"Lopour, P; Sevcik, S; Labsky, J; Lednicky, F",,,,"Lopour, P; Sevcik, S; Labsky, J; Lednicky, F",,,"Synthesis and properties of powdery hydrogels based on acrylamide, methacrylamide, and their N-substituted derivatives",ANGEWANDTE MAKROMOLEKULARE CHEMIE,,,English,Article,,,,,,,BIOMATERIALS; COMPOSITES,"Lightly crosslinked hydrogels based on acrylamide, N-(1,1-dimethyl-3-oxobutyl)-acrylamide, N,N-dimethylacrylamide, methacrylamide, N-(2-hydroxypropyl)methacrylamide and N-[tris(hydroxymethyl)methyl]methacrylamide were synthesized in form of fine powders, consisting of aggregates of very small (similar to 10(-1) mu m) particles. The powdery hydrogels were obtained by precipitation polymerization in acetone and diethyl ether, using N,N'-methylenebisacrylamide and ethylene dimethacrylate as crosslinking agents. Dependences of water-swellability, particle size, aggregation, specific surface and content of the uncrosslinked water-soluble polymers and low-molecular-weight substances in the hydrogels on the conditions of their synthesis were studied. Suitability of particular powdery hydrogels synthesized for the preparation of silicone rubber - hydrogel composites is discussed.",,"Lopour, P (reprint author), ACAD SCI CZECH REPUBL,INST MACROMOL CHEM,CR-16206 PRAGUE 6,CZECH REPUBLIC.",,,,,,,6,4,4,6,15,HUTHIG & WEPF VERLAG,BASEL,"AUF DEM WOLF 4, CH-4052 BASEL, SWITZERLAND",0003-3146,,,ANGEW MAKROMOL CHEM,Angew. Makromol. Chem.,DEC,1996.0,243,,,,,,151,159,,10.1002/apmc.1996.052430113,,,,9,Polymer Science,Polymer Science,WC054,WOS:A1996WC05400013,,,,,2019-02-25
J,"Janvier, G; Baquey, C; Roth, C; Benillan, N; Belisle, S; Hardy, JF",,,,"Janvier, G; Baquey, C; Roth, C; Benillan, N; Belisle, S; Hardy, JF",,,"Extracorporeal circulation, hemocompatibility, and biomaterials",ANNALS OF THORACIC SURGERY,,,English,Review,,,,,,,COATED CARDIOPULMONARY BYPASS; COMPLEMENT ACTIVATION; SYSTEMIC HEPARINIZATION; GRANULOCYTE ACTIVATION; INFLAMMATORY RESPONSE; CORONARY-BYPASS; CIRCUITS; SURFACE; BLOOD; OXYGENATOR,"Background. performance of a majority of cardiac surgical procedures requires the use of extracorporeal. circulation. Contact of the patients' blood with the nonendothelial surface of the cardiopulmonary bypass circuit is responsible for several, potentially harmful systemic reactions. Methods. The patients' response to extracorporeal circulation is reviewed briefly. The interactions between patient and circuit are discussed not only as they relate to blood-material contact, but also from a mechanical and theologic standpoint The theoretic benefits of the newer, more hemocompatible materials are presented, along with a review of published clinical experience with heparinized cardiopulmonary bypass circuits. Results. The response to extracorporeal circulation extends far beyond a simple derangement of hemostasis. This inflammatory response is strongly influenced by the theologic design of the circuit and by the physical and chemical properties of the surface. Heparinized circuits decrease inflammation, but the clinical benefits of this reduction remain unclear, except for extended cardiopulmonary support. The safe use of these circuits requires full heparinization and does not reduce allogeneic transfusions. Conclusions. Clinicians are still in the search of the ideal material and the ideal extracorporeal circuit design. Newer, heparinized materials offer real but limited clinical benefits.","CHU BORDEAUX, INSERM U306, BIOMAT RES UNIT, BORDEAUX, FRANCE; CHU BORDEAUX, DEPT ANESTHESIA, BORDEAUX, FRANCE; UNIV MONTREAL, DEPT ANESTHESIA, MONTREAL HEART INST, MONTREAL, PQ, CANADA",,,,,,,,56,36,38,0,5,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",0003-4975,1552-6259,,ANN THORAC SURG,Ann. Thorac. Surg.,DEC,1996.0,62,6,,,,,1926,1934,,10.1016/S0003-4975(96)00942-3,,,,9,Cardiac & Cardiovascular Systems; Respiratory System; Surgery,Cardiovascular System & Cardiology; Respiratory System; Surgery,VX019,WOS:A1996VX01900109,8957436.0,,,,2019-02-25
J,"Kanagaraja, S; Lundstrom, I; Nygren, H; Tengvall, P",,,,"Kanagaraja, S; Lundstrom, I; Nygren, H; Tengvall, P",,,Platelet binding and protein adsorption to titanium and gold after short time exposure to heparinized plasma and whole blood,BIOMATERIALS,,,English,Article,,,,,,protein adsorption; protein mixture; platelet activation; microvesicle secretion,MOLECULAR-WEIGHT KININOGEN; ARTIFICIAL SURFACES; ADSORBED PROTEIN; FIBRINOGEN; ACTIVATION; ADHESION; BIOMATERIALS; ELLIPSOMETRY,"Protein adsorption from human plasma and platelet binding and activation were studied at short blood-titanium/gold contact times. The protein adsorption was studied by ellipsometry-antibody techniques in situ, and adhering platelets were visualized with fluorescein isothiocyanate-labelled anti-CD 61 antibodies. Adhering platelets were quantified by counting labelled cells in microscopic image fields. The spreading of platelets was studied by scanning electron microscopy. The results show that after 1 min of plasma exposure, fibrinogen, IgG and albumin were detectable with antibodies on both surfaces. The amount of deposited fibrinogen and complement decreased with time on titanium, and the amount of adsorbed anti-high molecular weight kininogen increased. No complement was detected on gold surfaces after plasma incubation, and the antibody binding pattern also remained unchanged after prolonged plasma exposure. The surface-bound platelets were found to spread on the gold but not on titanium surfaces. C1q has been shown to induce the expression of P-selectin, i.e. cause secretion reactions in platelets. In this study secreted platelet-microvesicles were found on gold, but not on the titanium surfaces that bound significant amounts of C1q. Thus, the results of the present study indicate that the mixture of fibrinogen, C1q and kininogens, whilst causing adhesion and aggregation, does not result in the activation and microvesicle secretion of platelets. Platelet activation on biomaterial surfaces thus seems to be governed by the mixture of proteins present on that surface, and no one particular protein need cause a known reaction in platelets as obtained when platelets are exposed only to that particular protein. (C) 1996 Elsevier Science Limited.","LINKOPING UNIV, APPL PHYS LAB, S-58183 LINKOPING, SWEDEN","Kanagaraja, S (reprint author), GOTHENBURG UNIV, DEPT ANAT & CELL BIOL, MEDICINAREGATAN 3-5, S-41390 GOTHENBURG, SWEDEN.",,,,,,,30,69,71,0,10,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,DEC,1996.0,17,23,,,,,2225,2232,,10.1016/0142-9612(95)00311-8,,,,8,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,VV856,WOS:A1996VV85600003,8968516.0,,,,2019-02-25
J,"Yoshimine, Y; Sumi, M; Isobe, R; Anan, H; Maeda, K",,,,"Yoshimine, Y; Sumi, M; Isobe, R; Anan, H; Maeda, K",,,In vitro interaction between tetracalcium phosphate-based cement and calvarial osteogenic cells,BIOMATERIALS,,,English,Article,,,,,,tetracalcium phosphate; osteogenic cells; dental cement; rat; electron microscopy,NODULES FORMED INVITRO; HYDROXYAPATITE INTERFACE; BONE; BIOMATERIALS; CULTURES,"Newly-developed tetracalcium phosphate-based cement (4CP cement) and cells derived from neonatal rat calvaria were cocultured to study the in vitro reaction of osteoblastic cells to the biomaterial at light and electron microscopic levels. Three-dimensional nodular structures covered with active osteoblastic cells were formed in the periphery of the test material and they contained a mineralized tissue that exhibited features closely resembling bone formed in vivo. Ultrastructurally, the test material was circumscribed with an electron-dense structure, and was immediately adjacent to elongated cyoplasmic processes with intact morphology or collagen fibrils with periodic structures. Furthermore, the mineralization of the extracellular collagenous matrix occurred directly on the surface of the material. These in vitro findings suggest the ability of 4CP cement to bind directly with newly-formed hard tissues. (C) 1996 Elsevier Science Limited.","NAGASAKI UNIV,SCH DENT,DEPT RADIOL,NAGASAKI 852,JAPAN","Yoshimine, Y (reprint author), KYUSHU UNIV,FAC DENT,DEPT PERIODONTOL & ENDODONTOL,FUKUOKA 81282,JAPAN.",,,,,,,23,9,15,0,0,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,DEC,1996.0,17,23,,,,,2241,2245,,10.1016/0142-9612(96)00045-2,,,,5,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,VV856,WOS:A1996VV85600005,8968518.0,,,,2019-02-25
J,"Sung, HW; Hsu, CS; Lee, YS",,,,"Sung, HW; Hsu, CS; Lee, YS",,,Physical properties of a porcine internal thoracic artery fixed with an epoxy compound,BIOMATERIALS,,,English,Article,,,,,,vascular prostheses; epoxy compound; glutaraldehyde; collagenase degradation,DERMAL SHEEP COLLAGEN; IN-VITRO DEGRADATION; VASCULAR PROSTHESES; GLUTARALDEHYDE; REVASCULARIZATION; BIOMATERIALS; EXPERIENCE; FIXATION; TISSUES; GRAFTS,"This study aimed to investigate the physical properties of a porcine internal thoracic artery fixed with an epoxy compound. Fresh and glutaraldehyde-fixed porcine arteries were used as controls. Both the epoxy-fixed and glutaraldehyde-fixed porcine arteries showed significant increases in fixation index and denaturation temperature as compared to the fresh one. Additionally, the resistance of porcine arteries against bacterial collagenase in vitro degradation increased significantly after cross-linking with the epoxy compound or glutaraldehyde. The reduction of the tensile strength of the epoxy-fixed artery after bacterial collagenase degradation was more severe than in its glutaraldehyde-fixed counterpart. Generally, with increasing pH, temperature or fixative concentration, the fixation indices and denaturation temperatures of the epoxy-fixed porcine arteries increased. The results obtained in this study may be used to optimize the fixation process for developing a small-diameter biological vascular graft fixed by an epoxy compound. (C) 1996 Elsevier Science Limited",,"Sung, HW (reprint author), NATL CENT UNIV, DEPT CHEM ENGN, CHUNGLI 32054, TAIWAN.",,,,,,,31,11,14,0,4,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,DEC,1996.0,17,24,,,,,2357,2365,,10.1016/S0142-9612(96)00081-6,,,,9,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,VY445,WOS:A1996VY44500008,8982476.0,,,,2019-02-25
J,"Bellon, JM; Contreras, LA; Bujan, J; Martin, ACS",,,,"Bellon, JM; Contreras, LA; Bujan, J; Martin, ACS",,,Experimental assay of a Dual Mesh(R) polytetrafluoroethylene prosthesis (non-porous on one side) in the repair of abdominal wall defects,BIOMATERIALS,,,English,Article,,,,,,polytetrafluoroethylene prosthesis; abdominal wall defects; macrophages; abdominal wall repair,EXPANDED POLYTETRAFLUOROETHYLENE; POLYPROPYLENE MESH; MACROPHAGE; MARLEX; PATCH; RAT,"The porosity of the prosthetic biomaterials used to repair defects in the abdominal wall seems to influence the tissue repair process insofar as tissue integration of the prosthetic material and the formation of adhesions with abdominal viscera are concerned. We studied the behaviour of a new type of polytetrafluoroethylene prosthesis used for the repair of abdominal wall defects, Dual Mesh(R) (DM), which has two different faces; one face has a porosity between 30 and 60 mu m, while the other is nonporous. In 20 New Zealand White rabbits, a full-thickness (except skin) 7 cm x 5 cm defect was created in the anterior abdominal wall that was repaired with DM. At 14, 30, 60 and 90 days, samples were obtained and studied by light and scanning electron microscopy. An immunohistochemical study was made with antibody anti-rabbit macrophages (RAM-11). Tensile strength was measured with an Instron tensiometer using 2-cm-wide strips obtained parallel to the shorter axis of the implant. DM induced little tissue adhesion to the material on the visceral peritoneum interface and was surrounded by organized repair tissue. The biomaterial was integrated in the repair tissue on the subcutaneous interface, but not on the peritoneal interface. The macrophage response decreased between days 14 and 90 (P < 0.001). Tensile strength increased significantly (P < 0.05) at every study period. We conclude that the DM prosthesis has little tendency to formation of visceral adhesions, the DM prosthesis was well tolerated by the receptor organism and the tensile strength of the prosthesis/receptor tissue interface increased with time. (C) 1996 Elsevier Science Limited",,"Bellon, JM (reprint author), UNIV ALCALA DE HENARES, FAC MED, SURG RES LAB, DEPT MORPHOL SCI & SURG, ALCALA DE HENARES 28871, MADRID, SPAIN.",,,"BELLON, JUAN M./0000-0002-6071-5011",,,,21,26,27,0,1,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,DEC,1996.0,17,24,,,,,2367,2372,,10.1016/S0142-9612(96)00080-4,,,,6,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,VY445,WOS:A1996VY44500009,8982477.0,,,,2019-02-25
J,"Labow, RS; Erfle, DJ; Santerre, JP",,,,"Labow, RS; Erfle, DJ; Santerre, JP",,,Elastase-induced hydrolysis of synthetic solid substrates: Poly(ester-urea-urethane) and poly(ether-urea-urethane),BIOMATERIALS,,,English,Article,,,,,,poly(urethane)s; biodegradation; neutrophil; inflammatory response; human elastase; porcine elastase,PORCINE PANCREATIC ELASTASE; HUMAN MONOCYTE-MACROPHAGES; HUMAN NEUTROPHIL ELASTASE; CATHEPSIN-G; POLYURETHANES; DEGRADATION; RELEASE; INHIBITORS; BIODEGRADATION; CHOLESTEROL,"Human neutrophil elastase (HNE) and porcine pancreatic elastase (PPE) were incubated with two radiolabelled model poly(urethane)s, a poly(ester-urea-urethane) containing [C-14]toluene diisocyanate ([C-14]TDI), poly(caprolactone) (PCL) and ethylenediamine (ED), and a poly(ether-urea-urethane) containing [C-14]TDI, poly(tetramethylene oxide) (PTMO) and ED. Ten-fold more radioactive carbon was released when PPE was incubated with [C-14]TDI/PCL/ED than when HNE was used. The PPE-induced radioactive carbon release was significantly reduced by a specific elastase inhibitor. Ten-fold less radioactive carbon was released when [C-14]TDI/PTMO/ED was incubated with PPE as compared to [C-14]TDI/PCL/ED. Since neutrophils, which contain elastolytic activity, are present during the inflammatory response, the stability of biomaterials used in implanted devices may be affected. (C) 1996 Elsevier Science Limited","UNIV OTTAWA,DEPT BIOCHEM,OTTAWA,ON,CANADA; UNIV TORONTO,FAC DENT,DEPT BIOMAT,TORONTO,ON,CANADA","Labow, RS (reprint author), UNIV OTTAWA,INST HEART,CARDIOVASC DEVICES DIV,OTTAWA,ON K1Y 4E9,CANADA.",,,,,,,28,13,14,2,14,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,DEC,1996.0,17,24,,,,,2381,2388,,10.1016/S0142-9612(96)00088-9,,,,8,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,VY445,WOS:A1996VY44500011,8982479.0,,,,2019-02-25
