PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"GUIGUI, P; PLAIS, PY; FLAUTRE, B; VIGUIER, E; BLARY, MC; CHOPIN, D; LAVASTE, F; HARDOUIN, P",,,,"GUIGUI, P; PLAIS, PY; FLAUTRE, B; VIGUIER, E; BLARY, MC; CHOPIN, D; LAVASTE, F; HARDOUIN, P",,,EXPERIMENTAL-MODEL OF POSTEROLATERAL SPINAL ARTHRODESIS IN SHEEP .2. APPLICATION OF THE MODEL - EVALUATION OF VERTEBRAL FUSION OBTAINED WITH CORAL (PORITES) OR WITH A BIPHASIC CERAMIC (TRIOSITE),SPINE,,,English,Article,,,,,,SPINE; BIOMECHANICS; BONE GRAFT; PORITES; CORAL; BIOACTIVE CERAMIC; TRIOSITE,,"Objectives. The authors evaluated two bone substitutes in a posterolateral spinal arthrodesis (PSA) model in sheep: coral porites (99% calcium carbonate, Biocoral Registered Trademark , Inoteb, France) and a biphasic ceramic (BCP) (65% hydroxyapatite and 35% B tricalcium phosphate, Triosite Registered Trademark, Zimmer International). Summary of Background Data, Bone substitutes would be of great interest for PSA. Previous trials began with two kinds of biomaterials: natural coralline calcium carbonate, and phosphate calcium ceramic. Methods. A lumbar PSA was performed in 11 sheep (coral group) and in 9 sheep (BCP group). Sacrifice and biomechanical tests were performed after 1 year. Results. A large decrease of flexibility in all directions was obtained with both coral PSA and BCP PSA similarly to autologous graft. No nonfusion case was observed. Conclusion, in conditions close to the human surgery, a PSA can be obtained using either coral porites or BCP as bone substitutes.","INST CALOT,INST RECH MALADIES SQUELETTE,F-62608 BERCK,FRANCE; INST CALOT,CHIRURG RACHIS SERV,BERCK,FRANCE; ECOLE NATL SUPER ARTS & METIERS,BIOMECH LAB,PARIS,FRANCE",,,,,,,,0,38,38,0,5,LIPPINCOTT-RAVEN PUBL,PHILADELPHIA,"227 EAST WASHINGTON SQUARE, PHILADELPHIA, PA 19106",0362-2436,,,SPINE,SPINE,DEC 15,1994.0,19,24,,,,,2798,2803,,10.1097/00007632-199412150-00012,,,,6,Clinical Neurology; Orthopedics,Neurosciences & Neurology; Orthopedics,PY226,WOS:A1994PY22600012,7899982.0,,,,2019-02-25
J,"CLUGSTON, PA; PERRY, LC; HAMMOND, DC; MAXWELL, GP",,,,"CLUGSTON, PA; PERRY, LC; HAMMOND, DC; MAXWELL, GP",,,A RAT MODEL FOR CAPSULAR CONTRACTURE - THE EFFECTS OF SURFACE TEXTURING,ANNALS OF PLASTIC SURGERY,,,English,Article,,,,,,,SILICONE; IMPLANTS; SMOOTH,"There has been ongoing clinical and laboratory research to determine the role of surface morphology on capsular contracture. The purpose of this study was to develop a rat model in which capsular contracture occurred frequently and to determine whether surface texturing had any effect on the incidence or degree of capsular contracture as determined by in vivo biomechanical analysis of tissue modulus and histological examination of the tissue at the capsule-implant interface. A new sublatissimus implantation site in the rat was developed in an attempt to avoid subpannicular placement, which has been associated with inconsistent results because of contracture despite texturing, and a high rate of implant exposure secondary to trauma. Each rat (N = 43) was implanted with two devices-one smooth-surface 6-ml implant and one textured Biocell 6-ml implant-both with remote ports to allow for biomechanical analysis. Evaluation was carried out at 1, 2, and 3 months (n = 10) and 6 months (n = 5). Biomechanical evaluation of the implants was carried out in vivo and anonymously. The animals were then killed, and sectioning of the overlying capsule-implant interface from the dome of the implant was performed. Histological evaluation was carried out anonymously with regards to the implant type. Capsular contracture developed in smooth-surface devices in 95% of sites; this became evident on biomechanical analysis at 2 months and progressed to 3 months, after which it remained relatively stable. Capsular contracture did not develop in textured devices, but in all cases there was tissue adherence of the capsule to the implant at the interface. Histology confirmed disruption of collagen fiber alignment, increased cellularity and vascularity, and overall thinner capsules around the textured Biocell implants. This rat model provides an inexpensive animal model for further investigation of a difficult clinical problem. In vivo biomechanical analysis to determine tissue modulus has again been shown to be a sensitive method of defining overall soft-tissue contracture around implanted biomaterials.","SURG RES LAB,NASHVILLE,TN; BAPTIST HOSP,INST AESTHET & RECONSTRUCT SURG,NASHVILLE,TN; GRAND RAPIDS AREA MED EDUC CTR INC,DEPT PLAST & RECONSTRUCT SURG,GRAND RAPIDS,MI",,,,,,,,12,32,33,1,2,LITTLE BROWN CO,BOSTON,"34 BEACON STREET, BOSTON, MA 02108-1493",0148-7043,,,ANN PLAS SURG,Ann. Plast. Surg.,DEC,1994.0,33,6,,,,,595,599,,10.1097/00000637-199412000-00005,,,,5,Surgery,Surgery,PX671,WOS:A1994PX67100005,7880048.0,,,,2019-02-25
J,"HILL, JD",,,,"HILL, JD",,,AN IMPENDING CRISIS INVOLVING BIOMATERIALS,ANNALS OF THORACIC SURGERY,,,English,Editorial Material,,,,,,,,,"SOC THORAC SURGEONS REPRESENTAT BIOMAT AVAILABIL,CHICAGO,IL","HILL, JD (reprint author), CALIF PACIFIC MED CTR,DEPT CARDIAC SURG,2100 WEBSTER ST,SUITE 512,SAN FRANCISCO,CA 94115, USA.",,,,,,,0,1,1,0,1,ELSEVIER SCIENCE INC,NEW YORK,"655 AVENUE OF THE AMERICAS, NEW YORK, NY 10010",0003-4975,,,ANN THORAC SURG,Ann. Thorac. Surg.,DEC,1994.0,58,6,,,,,1571,1571,,10.1016/0003-4975(94)91632-2,,,,1,Cardiac & Cardiovascular Systems; Respiratory System; Surgery,Cardiovascular System & Cardiology; Respiratory System; Surgery,PU986,WOS:A1994PU98600001,7979716.0,,,,2019-02-25
J,"DARQUY, S; PUEYO, ME; CAPRON, F; REACH, G",,,,"DARQUY, S; PUEYO, ME; CAPRON, F; REACH, G",,,COMPLEMENT ACTIVATION BY ALGINATE-POLYLYSINE MICROCAPSULES USED FOR ISLET TRANSPLANTATION,ARTIFICIAL ORGANS,,,English,Article,,,,,,MICROCAPSULES; ALGINATE POLYLYSINE; COMPLEMENT; BIOARTIFICIAL PANCREAS,MICROENCAPSULATED RAT ISLETS; BIOMATERIALS; INVITRO; CELLS; INTERLEUKIN-1; INDUCTION; RELEASE; MICE,"A foreign body reaction is frequently observed around implanted microcapsules of alginate-polylysine. Since complement activation can play a role in this reaction, we checked in vitro the ability of empty alginate-polylysine microcapsules to activate complement. Human serum was incubated with microcapsules, and complement activation was evaluated by two methods: the complement hemolytic activity (CH50) and the assay of the C3adesArg fragment. The occurrence of complement activation in the presence of microcapsules was suggested both by a CH50 decrease and by high C3adesArg levels despite C3adesArg adsorption to the capsule membrane. Capsule membrane protection against the cytotoxic effects of complement was also tested. No hemolysis occurred when microencapsulated sensitized sheep erythrocytes were incubated with activated complement. In conclusion, the microcapsule membrane can protect cells against activated complement fragments. Nevertheless, alginate-polylysine microcapsules do activate complement, and this effect must be considered for its use as an implant.",,"DARQUY, S (reprint author), HOP HOTEL DIEU,INSERM,U341,SERV DIABETOL,1 PL PARVIS NOTRE DAME,F-75181 PARIS 04,FRANCE.",,"Darquy, Sylviane/M-7858-2018",,,,,26,26,27,0,0,BLACKWELL SCIENCE PUBL INC CAMBRIDGE,CAMBRIDGE,"238 MAIN ST, CAMBRIDGE, MA 02142",0160-564X,,,ARTIF ORGANS,Artif. Organs,DEC,1994.0,18,12,,,,,898,903,,10.1111/j.1525-1594.1994.tb03341.x,,,,6,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,PZ084,WOS:A1994PZ08400005,7887826.0,,,,2019-02-25
J,"GIUSTI, P; LAZZERI, L; DEPETRIS, S; PALLA, M; CASCONE, MG",,,,"GIUSTI, P; LAZZERI, L; DEPETRIS, S; PALLA, M; CASCONE, MG",,,COLLAGEN-BASED NEW BIOARTIFICIAL POLYMERIC MATERIALS,BIOMATERIALS,,,English,Article; Proceedings Paper,International Conference on Materials for Biomedical Applications,"JUN 06-11, 1993","CAPRI, ITALY","ASSING SPA, CNR, EASTMAN CHEM EUROPE, ITALPRO SPA, MTS SYST, UNIV NAPLES FEDERICO II",,BIOMATERIALS; COLLAGEN; POLY(VINYL ALCOHOL); POLY(ACRYLIC ACID); POLYMER BLENDS; THERMOMECHANICAL CHARACTERIZATION,,"Bioartificial polymeric materials, based on blends of biological and synthetic polymers, have been proposed as new materials for applications in the biomedical field. They should usefully combine the biocompatibility of the biological component with the physical and mechanical properties of the synthetic component. Blends of collagen with either poly(vinyl alcohol) or poly(acrylic acid) have been prepared by mixing aqueous solutions of the two polymers. Differential scanning calorimetry and dynamic mechanical thermal analysis has been carried out to investigate the miscibility properties of the polymers and the mechanical behaviour of the blends.","CNR,CTR STUDIES ION POLYMERIZAT,I-56126 PISA,ITALY","GIUSTI, P (reprint author), UNIV PISA,DEPT CHEM ENGN,VIA DIOTISALVI 2,I-56126 PISA,ITALY.",,,,,,,13,71,76,0,5,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,DEC,1994.0,15,15,,,,,1229,1233,,10.1016/0142-9612(94)90274-7,,,,5,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,PY723,WOS:A1994PY72300007,7703319.0,,,,2019-02-25
J,"FERRUTI, P; RANUCCI, E; SARTORE, L; BIGNOTTI, F; MARCHISIO, MA; BIANCIARDI, P; VERONESE, FM",,,,"FERRUTI, P; RANUCCI, E; SARTORE, L; BIGNOTTI, F; MARCHISIO, MA; BIANCIARDI, P; VERONESE, FM",,,RECENT RESULTS ON FUNCTIONAL POLYMERS AND MACROMONOMERS OF INTEREST AS BIOMATERIALS OR FOR BIOMATERIAL MODIFICATION,BIOMATERIALS,,,English,Article; Proceedings Paper,International Conference on Materials for Biomedical Applications,"JUN 06-11, 1993","CAPRI, ITALY","ASSING SPA, CNR, EASTMAN CHEM EUROPE, ITALPRO SPA, MTS SYST, UNIV NAPLES FEDERICO II",,MACROMONOMERS; MULTIFUNCTIONAL POLYMERS; POLY(AMIDOAMINES); POLY(VINYLPYRROLIDINONE); POLY(ACRYLOYL MORPHOLINE),"BASIC MULTIFUNCTIONAL POLYMERS; TERTIARY AMINO POLYMERS; POLYADDITION; FAMILY; 2,2'-ALKYLENEDIIMINODIETHANETHIOLS; POLY(AMIDO-AMINE)S","Different families of functionalized polymers with potential as biomaterials, or for biomaterial modification, have been investigated. In particular, degradation studies have been performed on poly(amidoamines), a family of polymers obtained by polyaddition of amines to bisacrylamides, and endowed with heparin-complexing ability. Some new poly(amidoamines) with more resistance towards hydrolytic degradation than traditional ones have been discovered. Other ter-amino polymers deriving from the polyaddition of ter-amino functionalized bis-thiols to bis-acrylic esters, or other activated unsaturated compounds, have been studied. Their quaternarization products have been proven, in a parallel work, to act as powerful antimicrobial agents. By performing in situ the polyaddition reaction, semi-interpenetrated networks based on silicone rubber and the same polymers have been prepared. Finally, end-functionalized amphiphilic oligomers have been prepared by radical polymerization techniques, and their use for enzyme modification considered.","UNIV MILAN,IST CHIRURG GEN & CARDIOVASC,I-20122 MILAN,ITALY; UNIV PADUA,DIPARTIMENTO SCI FARMACEUT,I-35100 PADUA,ITALY","FERRUTI, P (reprint author), UNIV BRESCIA,DIPARTIMENTO CHIM & FIS MAT,VIA BRANZE 38,I-25123 BRESCIA,ITALY.",,"Sartore, Luciana/A-4518-2010; Ranucci, Elisabetta/J-3899-2015","Sartore, Luciana/0000-0003-0268-6467; Ranucci, Elisabetta/0000-0002-6402-2650; Ferruti, Paolo/0000-0002-5404-440X",,,,29,46,47,0,24,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,DEC,1994.0,15,15,,,,,1235,1241,,10.1016/0142-9612(94)90275-5,,,,7,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,PY723,WOS:A1994PY72300008,7703320.0,,,,2019-02-25
J,"SHARMA, CP",,,,"SHARMA, CP",,,BIOMATERIALS - ROLE OF SURFACE MODIFICATIONS,BULLETIN OF MATERIALS SCIENCE,,,English,Article; Proceedings Paper,5th Annual General Meeting of the Materials-Research-Society-of-India,"FEB 07-09, 1994","HYDERABAD, INDIA",MAT RES SOC INDIA,,BIOMATERIAL; SURFACE MODIFICATION; PROTEIN ADSORPTION; BLOOD COMPATIBILITY; TISSUE COMPATIBILITY; CALCIFICATION; HEMOPERFUSION; ARTIFICIAL SKIN,OXIDE LAYER THICKNESS; PROTEIN-INTERACTION; PLATELET-ADHESION; FIBRINOGEN; ADSORPTION; INTERFACE; TISSUE,The fundamental concepts related to biomaterials and blood/tissue-material interactions at the interface have been reviewed. The relevance of surface modification to enhance blood and/or tissue compatibility of materials has been discussed and its role in selected prosthetic applications described.,,"SHARMA, CP (reprint author), SREE CHITRA TIRUNAL INST MED SCI & TECHNOL,BIOMED TECHNOL WING,DIV BIOSURFACE TECHNOL,TRIVANDRUM 695012,KERALA,INDIA.",,"Sharma, Chandra/A-4140-2009","Sharma, Chandra/0000-0002-6982-0926",,,,39,9,10,1,6,INDIAN ACADEMY SCIENCES,BANGALORE,"P B 8005 C V RAMAN AVENUE, BANGALORE 560 080, INDIA",0250-4707,,,B MATER SCI,Bull. Mat. Sci.,DEC,1994.0,17,7,,,,,1317,1329,,10.1007/BF02747230,,,,13,"Materials Science, Multidisciplinary",Materials Science,QW701,WOS:A1994QW70100011,,,,,2019-02-25
J,"SAUTIER, JM; KOKUBO, T; OHTSUKI, T; NEFUSSI, JR; BOULEKBACHE, H; OBOEUF, M; LOTY, S; LOTY, C; FOREST, N",,,,"SAUTIER, JM; KOKUBO, T; OHTSUKI, T; NEFUSSI, JR; BOULEKBACHE, H; OBOEUF, M; LOTY, S; LOTY, C; FOREST, N",,,BIOACTIVE GLASS-CERAMIC CONTAINING CRYSTALLINE APATITE AND WOLLASTONITE INITIATES BIOMINERALIZATION IN BONE CELL-CULTURES,CALCIFIED TISSUE INTERNATIONAL,,,English,Article,,,,,,IN VITRO; BIOACTIVE GLASS CERAMIC; MINERALIZATION; BONE BONDING MECHANISMS; ULTRASTRUCTURE,P-RICH LAYER; HYDROXYAPATITE INTERFACE; OSTEOBLAST CULTURES; ELECTRON-MICROSCOPY; INVITRO; BIOMATERIALS; RAT; MINERALIZATION; BEHAVIOR; MATRIX,"Rat bone cells were cultured in the presence of bioactive glass-ceramic containing crystalline apatite and wollastonite. Scanning electron microscopy observations of the surface of the seeded ceramic disks revealed that cells attached, spread, and proliferated on the material surface. Soaking in cell-free culture medium showed that no change occurred in the surface structure. However, when cultured with bone cells and observed under a transmission electron microscope, an electron-dense layer was noted initially at the surface of the material, before bone formation occurred. In addition, energy-dispersive X-ray microanalysis demonstrated the presence of calcium and phosphorus in this layer. Progressively, during the following days of culture, active osteoblasts synthetized and laid down an osteoid matrix composed of numerous collagen fibrils arranged either parallel or perpendicularly to the first-formed electron-dense layer. Mineralization initiated on the ceramic surface dispersed then along the collagenous fibrils, leading to a mineralized matrix which surrounded the ceramic particles. These results demonstrate the capacity of apatite-wollastonite glass ceramic to initiate biomineralization in osteoblast cultures and to achieve a direct bond between the surface apatite layer of the bioactive glass-ceramic and the mineralized bone matrix.","UNIV PARIS 07,BIOL ODONTOL LAB,PARIS,FRANCE; OSAKA KYOIKU UNIV,FAC ENGN,SAKYO KU,KYOTO 60601,JAPAN; UNIV PARIS 07,BIOL DEV LAB,F-75251 PARIS 05,FRANCE",,,,,,,,35,40,42,1,7,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010",0171-967X,,,CALCIFIED TISSUE INT,Calcif. Tissue Int.,DEC,1994.0,55,6,,,,,458,466,,10.1007/BF00298560,,,,9,Endocrinology & Metabolism,Endocrinology & Metabolism,PU288,WOS:A1994PU28800010,7895185.0,,,,2019-02-25
J,"FLOROS, JD; LIANG, HH",,,,"FLOROS, JD; LIANG, HH",,,ACOUSTICALLY ASSISTED DIFFUSION THROUGH MEMBRANES AND BIOMATERIALS,FOOD TECHNOLOGY,,,English,Article; Proceedings Paper,"IFT Quality Assurance and International Divisions Symposium on ISO 9000 - A Corner Stone for Total Quality Management, at the Annual Meeting of the Institute-of-Food-Technologists","JUL 10-14, 1993","CHICAGO, IL","INST FOOD TECHNOLOGISTS, QUAL ASSURANCE DIV, INST FOOD TECHNOLOGISTS, INT DIV",,,CAVITATION SERIES; BUBBLE PHENOMENA; SOUND FIELDS; FROG-SKIN; ULTRASOUND; HEAT; SONOCHEMISTRY; PARAMETERS,,"HONG KONG POLYTECH,DEPT APPL BIOL & CHEM TECHNOL,HONG KONG,HONG KONG","FLOROS, JD (reprint author), PURDUE UNIV,DEPT FOOD SCI,1160 SMITH HALL,W LAFAYETTE,IN 47907, USA.",,,"Liang, Hanhua/0000-0001-9044-0509",,,,63,105,110,0,5,INST FOOD TECHNOLOGISTS,CHICAGO,"SUITE 300 221 N LASALLE ST, CHICAGO, IL 60601-1291",0015-6639,,,FOOD TECHNOL-CHICAGO,Food Technol.,DEC,1994.0,48,12,,,,,79,84,,,,,,6,Food Science & Technology,Food Science & Technology,PZ984,WOS:A1994PZ98400015,,,,,2019-02-25
J,"HOTZ, G; HERR, G",,,,"HOTZ, G; HERR, G",,,BONE SUBSTITUTE WITH OSTEOINDUCTIVE BIOMATERIALS - CURRENT AND FUTURE CLINICAL-APPLICATIONS,INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,,,English,Article,,,,,,BONE SUBSTITUTE; BONE INDUCTION; BONE MORPHOGENETIC PROTEIN; OSTEOINDUCTIVE BIOMATERIAL; DELIVERY SYSTEM; CARRIER; CALCIUM PHOSPHATE CERAMIC; HYDROXYAPATITE,MORPHOGENETIC PROTEIN; MOLECULAR-CLONING,"In craniomaxillofacial surgery, possible indications for the use of osteo-inductive biomaterials are interposition in intraosseous defects, contour augmentation, and reconstruction of segmental defects. The experimental results in the field of bone morphogenetic protein (BMP) research within the last few years have shown that it is possible to combine osteoinductive proteins with suitable carrier materials to obtain new composite osteoinductive biomaterials. These carrier materials function as slow-delivery systems for BMP. By combination of BMP with different carrier materials such as various types of calcium phosphate ceramics, collagen or inactive collagenous bone matrix, and other organic and inorganic carriers, the biomaterial can be adapted to clinical demands in a wide range. In several experimental animal studies, we investigated nine different calcium phosphate ceramics and inactive rat bone matrix for their use as BMP carrier. All materials tested seem to be suitable carriers for BMP. The first clinical applications are discussed.","UNIV HEIDELBERG, DEPT MAXILLOFACIAL SURG, W-6900 HEIDELBERG, GERMANY; UNIV TUBINGEN, DEPT ORTHOPED, BONE RES LAB, W-7400 TUBINGEN 1, GERMANY",,,,,,,,27,32,38,0,2,CHURCHILL LIVINGSTONE,EDINBURGH,"JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH EH1 3AF, MIDLOTHIAN, SCOTLAND",0901-5027,1399-0020,,INT J ORAL MAX SURG,Int. J. Oral Maxillofac. Surg.,DEC,1994.0,23,6,2,,,,413,417,,10.1016/S0901-5027(05)80033-5,,,,5,"Dentistry, Oral Surgery & Medicine; Surgery","Dentistry, Oral Surgery & Medicine; Surgery",QC186,WOS:A1994QC18600009,7890986.0,,,,2019-02-25
