PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"BAQUEY, C; BASSECATHALINAT, B; BORDENAVE, L; CAIX, J; BRENDEL, AJ; DUCASSOU, D",,,,"BAQUEY, C; BASSECATHALINAT, B; BORDENAVE, L; CAIX, J; BRENDEL, AJ; DUCASSOU, D",,,TOPOGRAPHIC AND DYNAMIC RADIOISOTOPIC INVESTIGATIONS OF INTERACTIONS BETWEEN BIOMATERIALS AND BLOOD COMPONENTS,ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,"CNRS,BORDEAUX,FRANCE; INSERM,F-33077 BORDEAUX,FRANCE","BAQUEY, C (reprint author), UNIV BORDEAUX 2,INSERM,U306,CEEMASI,146 RUE LEO SAIGNAT,F-33076 BORDEAUX,FRANCE.",,,,,,,14,8,8,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,DEC,1986.0,10,6,,,,,481,488,,10.1111/j.1525-1594.1986.tb02608.x,,,,8,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,F2764,WOS:A1986F276400013,3800705.0,,,,2019-02-25
J,"LUBIN, M; NAPPHOLZ, T; MILLER, CW; WRIGLEY, R; CLUBB, F",,,,"LUBIN, M; NAPPHOLZ, T; MILLER, CW; WRIGLEY, R; CLUBB, F",,,CHRONIC ANTITHROMBOGENIC BIOMATERIALS SCREEN,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,,,English,Article,,,,,,,,,"COLORADO STATE UNIV,FT COLLINS,CO 80523; COLORADO STATE UNIV,SCH VET MED,FT COLLINS,CO 80523; UNIV TEXAS HLTH SCI CTR,CTR ANIM RESOURCES DIAGNOST,FT WORTH,TX","LUBIN, M (reprint author), TELECTRONICS,RES & DEV,7400 S TUCSON WAY,ENGLEWOOD,CO 80112, USA.",,,,,,,5,4,4,0,0,FUTURA PUBL CO,ARMONK,"135 BEDFORD RD, PO BOX 418, ARMONK, NY 10504-0418",0147-8389,,,PACE,PACE-Pacing Clin. Electrophysiol.,NOV,1986.0,9,6,2.0,,,,1154,1159,,10.1111/j.1540-8159.1986.tb06686.x,,,,6,"Cardiac & Cardiovascular Systems; Engineering, Biomedical",Cardiovascular System & Cardiology; Engineering,E9565,WOS:A1986E956500037,2432525.0,,,,2019-02-25
J,"HALKET, JM; SCHULTEN, HR",,,,"HALKET, JM; SCHULTEN, HR",,,SIMPLE PYROLYSIS CHAMBER MODIFICATION FOR CAPILLARY COLUMN CURIE-POINT PYROLYSIS-GAS CHROMATOGRAPHY - MASS-SPECTROMETRY OF COMPLEX BIOMATERIALS,JOURNAL OF HIGH RESOLUTION CHROMATOGRAPHY & CHROMATOGRAPHY COMMUNICATIONS,,,English,Note,,,,,,,,,"FACHHOCHSCH FRESENIUS,DEPT TRACE ANAL,DAMBACHTAL 20,D-6200 WIESBADEN,FED REP GER; INST FRESENIUS,CHEM & BIOL LABS,D-6204 TAUNUSSTEIN NEUHOT,FED REP GER",,,,,,,,10,6,6,0,0,HUETHIG PUBLISHING LTD,MAMARONECK,"117 SPENCER PLACE, MAMARONECK, NY 10543-2826",0344-7138,,,J HIGH RES CHROMATOG,,OCT,1986.0,9,10,,,,,596,597,,10.1002/jhrc.1240091013,,,,2,"Chemistry, Analytical",Chemistry,E6975,WOS:A1986E697500010,,,,,2019-02-25
J,"SCHULTEN, HR; HALKET, JM",,,,"SCHULTEN, HR; HALKET, JM",,,RAPID CHARACTERIZATION OF BIOMATERIALS BY FIELD-IONIZATION,ORGANIC MASS SPECTROMETRY,,,English,Article,,,,,,,,,"INST FRESENIUS,CHEM & BIOL LABS,D-6204 TAUNUSSTEIN NEUHOF,FED REP GER","SCHULTEN, HR (reprint author), FACHHSCH FRESENIUS,DEPT TRACE ANAL,DAMBACHTAL 20,D-6200 WIESBADEN,FED REP GER.",,,,,,,28,16,16,0,0,JOHN WILEY & SONS LTD,W SUSSEX,"BAFFINS LANE CHICHESTER, W SUSSEX, ENGLAND PO19 1UD",0030-493X,,,ORG MASS SPECTROM,Org. Mass Spectrom.,OCT,1986.0,21,10,,,,,613,622,,10.1002/oms.1210211004,,,,10,"Chemistry, Organic; Spectroscopy",Chemistry; Spectroscopy,E3220,WOS:A1986E322000003,,,,,2019-02-25
J,"RATNER, BD",,,,"RATNER, BD",,,SURFACE-ANALYSIS OF BIOMATERIALS,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"UNIV WASHINGTON,DEPT CHEM ENGN,SEATTLE,WA 98195; UNIV WASHINGTON,CTR BIOENGN,SEATTLE,WA 98195",,,,,,,,0,0,0,0,1,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,SEP 7,1986.0,192,,,,,,4,BTEC,,,,,,0,"Chemistry, Multidisciplinary",Chemistry,F8679,WOS:A1986F867903021,,,,,2019-02-25
J,"DULOS, E; FOUGNOT, C; JOZEFOVICZ, M; DUFOURCQ, J",,,,"DULOS, E; FOUGNOT, C; JOZEFOVICZ, M; DUFOURCQ, J",,,ABSORPTION OF PLASMA-PROTEINS ON POLYMERIC ANTICOAGULANT BIOMATERIALS - A FLUORESCENCE STUDY,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"CTR RECH PAUL PASCAL,F-33405 TALENCE,FRANCE; UNIV PARIS 13,F-93430 VILLETANEUSE,FRANCE",,,,,,,,0,0,0,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,SEP 7,1986.0,192,,,,,,112,COLL,,,,,,0,"Chemistry, Multidisciplinary",Chemistry,F8679,WOS:A1986F867900638,,,,,2019-02-25
J,"PISKIN, E; MUTLU, M",,,,"PISKIN, E; MUTLU, M",,,SURFACE MODIFICATION OF POLYURETHANE BIOMATERIALS,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"HACETTEPE UNIV,DEPT CHEM ENGN,ANKARA,TURKEY",,,"MUTLU, MEHMET/B-3240-2013","MUTLU, MEHMET/0000-0001-9610-9817",,,,0,0,0,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,SEP 7,1986.0,192,,,,,,137,COLL,,,,,,0,"Chemistry, Multidisciplinary",Chemistry,F8679,WOS:A1986F867900661,,,,,2019-02-25
J,"COOPER, SL; PEPPAS, NA",,,,"COOPER, SL; PEPPAS, NA",,,"MORPHOLOGY, STRUCTURE AND INTERACTIONS OF BIOMATERIALS",BIOMATERIALS,,,English,Editorial Material,,,,,,,,,"PURDUE UNIV,SCH CHEM ENGN,W LAFAYETTE,IN 47907","COOPER, SL (reprint author), UNIV WISCONSIN,DEPT CHEM ENGN,MADISON,WI 53706, USA.",,,,,,,0,0,0,0,2,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,SEP,1986.0,7,5,,,,,314,314,,10.1016/0142-9612(86)90001-3,,,,1,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,E2150,WOS:A1986E215000001,,,,,2019-02-25
J,"MCMASTER, WC",,,,"MCMASTER, WC",,,MECHANICAL-PROPERTIES AND EARLY CLINICAL-EXPERIENCE WITH XENOGRAFT BIOMATERIALS,BULLETIN OF THE HOSPITAL FOR JOINT DISEASES ORTHOPAEDIC INSTITUTE,,,English,Article,,,,,,,,,"UNIV CALIF IRVINE,DIV ORTHOPAED,IRVINE,CA 92717",,,,,,,,0,4,4,0,0,HOSP JOINT DIS ORTHOP INST,NEW YORK,"BERNARD ARONSON PLAZA 301 EAST 17 ST, NEW YORK, NY 10003",0883-9344,,,B HOSP JOINT DIS ORT,,FAL,1986.0,46,2,,,,,174,184,,,,,,11,Orthopedics,Orthopedics,F9346,WOS:A1986F934600010,3030479.0,,,,2019-02-25
J,"FERNANDEZ, AC",,,,"FERNANDEZ, AC",,,HEMOCYTE RESPONSE AS A POSSIBLE AND NEW PARAMETER IN THE PRELIMINARY SAFETY TOXICITY EVALUATION OF BIOMATERIALS,CURRENT SCIENCE,,,English,Note,,,,,,,,,,"FERNANDEZ, AC (reprint author), SREE CHITRA TIRUNAL INST MED SCI & TECHNOL,DIV NONTRADIT TOXICOL,TRIVANDRUM 695012,INDIA.",,,,,,,4,0,0,0,0,CURRENT SCIENCE ASSN,BANGALORE,"C V RAMAN AVENUE, PO BOX 8005, BANGALORE 560 080, INDIA",0011-3891,,,CURR SCI INDIA,Curr. Sci.,AUG 5,1986.0,55,15,,,,,719,720,,,,,,2,Multidisciplinary Sciences,Science & Technology - Other Topics,D5459,WOS:A1986D545900008,,DOAJ Gold,,,2019-02-25
