PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Zhang, MQ; Ferrari, M",,,,"Zhang, MQ; Ferrari, M",,,Reduction of albumin adsorption onto silicon surfaces by Tween 20,BIOTECHNOLOGY AND BIOENGINEERING,,,English,Article,,,,,,albumin; silicon; hydrophobicity; adsorption; Tween 20,PROTEIN ADSORPTION; POLYMERIC BIOMATERIALS; POLYETHYLENE OXIDE; BETA-LACTOGLOBULIN; SOLID-SURFACES; MONOLAYERS; ELECTROPHORESIS; IMMOBILIZATION; ELLIPSOMETRY; DESORPTION,"The ability of Tween 20 to reduce the adsorption of albumin on silicon surfaces of different hydrophobicity was investigated by ellipsometry. As expected, protein adsorption was found to depend on the deg ree of hydrophobicity of the surfaces and on the concentration of the surfactant. A reduction of 90% in albumin adsorption on hydrophobic methylated surfaces by 0.05% Tween 20 was achieved, whereas a reduction of only 15% on hydrophilic surfaces was observed. Experiments of time-dependent protein adsorption in both pure protein and protein-surfactant mixtures were conducted to ascertain the stability of physically adsorbed Tween 20 films on intermediate silicon surfaces. It was found that the adsorbed Tween 20 film was robust and there was no evidence of exchange of the Tween molecules with albumin for up to 240 min exposure. Adsorption minima were confirmed to correlate with minima in contact angle and critical micelle concentration (CMC). (C) 1997 John Wiley & Sons, Inc.","UNIV CALIF BERKELEY,COLL ENGN,DEPT MAT SCI & MINERAL ENGN,BIOMED MICRODEVICES CTR,BERKELEY,CA 94720",,,"Zhang, Miqin/F-5537-2010","Zhang, Miqin/0000-0001-8974-1494",,,,43,37,38,0,5,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0006-3592,,,BIOTECHNOL BIOENG,Biotechnol. Bioeng.,DEC 20,1997.0,56,6,,,,,618,625,,,,,,8,Biotechnology & Applied Microbiology,Biotechnology & Applied Microbiology,YH370,WOS:A1997YH37000004,18642333.0,,,,2019-02-25
J,"Gemmell, CH",,,,"Gemmell, CH",,,"A flow cytometric immunoassay to quantify adsorption of complement activation products (iC3b, C3d, SC5b-9) on artificial surfaces",JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,complement; C5b-9; iC3b; C3d; protein adsorption; biomaterials,GENERATION; LEUKOCYTE; PATHWAY; BIOMATERIALS; HEMODIALYSIS; CIRCULATION; DIALYZER; MEMBRANE; ADHESION; INVIVO,"Crosslinked agarose microspheres and various polystyrene microspheres were analyzed for complement components after incubation with serum at 37 degrees C for times up to 2 h. Quantification involved direct now cytometric analysis of the heads after the bound complement proteins were indirectly fluorescently tagged by use of a monoclonal antibody against a complement protein: C5b-9, iC3b, C3d, C4d, Bb, C3a, and C1q. Calibration with fluorescein microbead standards demonstrated that the membrane attack complex (SC5b-9) was surface bound on all surfaces and that the surface concentration gradually increased to levels as high as 0.5 mu g/cm(2). Further, the surface bound represented a substantial percentage of the total generated. The iC3b level on polystyrene beads rapidly reached 0.09 mu g/cm(2) and the C3d levels were an order of magnitude less. On agarose beads the iC3b levels continually rose to 0.17 mu g/cm(2) and, as before, the C3d levels were substantially lower. The surface concentration of C4d and Bb on both surfaces were significant but less than 1.0 ng/cm(2). There was minimal evidence of C3a and C1q adsorption for any surface. Use of amino-polystyrene beads moderately reduced the level of bound iC3b, C3d, and SC5b-9, whereas carboxylated beads reduced the levels by almost a factor of two. The appreciable amounts of iC3b and SC5b-9 consistently noted on the artificial surfaces tested in this paper suggests that for these two activation products in vitro analysis of material induced complement activation should also include surface analysis. (C) 1997 John Wiley & Sons, Inc.","UNIV TORONTO,DEPT MED,TORONTO,ON,CANADA","Gemmell, CH (reprint author), TORONTO HOSP,67 COLL ST,4TH FLOOR,TORONTO,ON M5G 2M1,CANADA.",,,,NHLBI NIH HHS [HL24020],,,21,22,23,0,1,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,DEC 15,1997.0,37,4,,,,,474,480,,,,,,7,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,YH770,WOS:A1997YH77000005,9407295.0,,,,2019-02-25
J,"Rhodes, NP; Hunt, JA; Williams, DF",,,,"Rhodes, NP; Hunt, JA; Williams, DF",,,Macrophage subpopulation differentiation by stimulation with biomaterials,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,MCP-1; biomaterials; flow cytometry; macrophages,MONOCYTE CHEMOATTRACTANT PROTEIN-1; SOFT-TISSUE RESPONSE; BLOOD MONONUCLEAR LEUKOCYTES; AMINO-ACID ANALYSIS; IMPLANTED MATERIALS; ACTIVATED MACROPHAGES; MONOCLONAL-ANTIBODY; FLOW-CYTOMETRY; IN-VIVO; GENE JE,"Macrophages were elicited by the subcutaneous implantation of ultra high molecular weight polyethylene (UHMWPE) for periods of 2, 7, and 14 days in rats. Exudates of varying volumes were produced that was comprised of granulocytes, monocytes, immature and mature macrophages, and T-lymphocytes. No B-lymphocytes were observed at any time periods. Cell types were identified by their granularity and positivity to the following antibodies: leucocyte common antigen (LCA, pan leucocyte); CD11b/c (macrophage/monocyte); CD5 (T-lymphocyte); CD45RA (B-lymphocyte); HIS48 (granulocyte); ED2 (mature macrophage); and MCP-1 (monocyte chemoattractant protein 1). Monocytes isolated from control rat blood demonstrated a size slightly larger than that of granulocytes but with less granularity. Their size and granularity were followed over increasing time periods. The macrophages elicited by UHMWPE showed a similar pattern, with the exception of an apparently highly granular subpopulation with volumes similar to that of granulocytes but significantly more granular. The granular macrophage subset had a very high degree of ED2 and MCP-1 positivity, and their proportion, compared with other macrophages, was greatest at 2 days. The high MCP-1 expression was accounted for by MCP-1 molecules bound to the surface of a small proportion of macrophages that were activated. It is postulated that this subpopulation was responsible for the synthesis of the MCP-1 and could indicate a mechanism by which monocytes are attracted to the site of an implanted material. (C) 1997 John Wiley & Sons, Inc.",,"Rhodes, NP (reprint author), UNIV LIVERPOOL, DEPT CLIN ENGN, POB 147, LIVERPOOL L69 3BX, MERSEYSIDE, ENGLAND.",,"Hunt, John/G-6366-2012","Hunt, John/0000-0002-5168-4778",,,,41,45,46,0,5,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN, NJ 07030 USA",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,DEC 15,1997.0,37,4,,,,,481,488,,10.1002/(SICI)1097-4636(19971215)37:4<481::AID-JBM6>3.0.CO;2-H,,,,8,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,YH770,WOS:A1997YH77000006,9407296.0,,,,2019-02-25
J,"VoytikHarbin, SL; Brightman, AO; Kraine, MR; Waisner, B; Badylak, SF",,,,"VoytikHarbin, SL; Brightman, AO; Kraine, MR; Waisner, B; Badylak, SF",,,Identification of extractable growth factors from small intestinal submucosa,JOURNAL OF CELLULAR BIOCHEMISTRY,,,English,Article,,,,,,growth factors; biomaterial; cell proliferation; extracellular matrix; tissue repair,BETA BINDING-PROTEIN; LATENT TGF-BETA; EXTRACELLULAR-MATRIX; GENE-EXPRESSION; HEPARIN; PROTEOGLYCAN; BIOMATERIALS; DECORIN; REPAIR; BONE,"When implanted as a biomaterial for tissue replacement, selected submucosal layers of porcine small intestine induce site-specific tissue remodelling. Small intestinal submucosa (SIS), as isolated, is primarily an acellular extracellular matrix material. In an attempt to discover the components of small intestinal submucosa which are able to induce this tissue remodelling, the material was extracted and extracts were tested for the ability to stimulate Swiss 3T3 fibroblasts to synthesize DNA and proliferate. Each of the four different extracts of small intestinal submucosa had measurable cell-stimulating activity when analysed in both a whole cell proliferation assay (alamarBlue dye reduction) and a DNA synthesis assay ([H-3]-thymidine incorporation). Proteins extracted from SIS with 2 M urea induced activity profiles in the two assays which were very similar to the activity profiles of basic fibroblast growth factor (FGF-2) in the assays. As well, the changes in cell morphology in response to the extracted proteins mimicked the changes induced by FGF-2. Neutralization experiments with specific antibodies to this growth factor confirmed the presence of FGF-2 and indicated that it was responsible for 60% of the fibroblast-stimulating activity of the urea extract of small intestinal submucosa. Western blot analysis with a monoclonal antibody specific for FGF-2 detected a reactive doublet at approximately 19 kDa and further confirmed the presence of FGF-2. Cell stimulating activity of proteins extracted from SIS with 4 M guanidine was neutralized by an antibody specific for transforming growth factor beta (TGF beta). Changes in the morphology of the fibroblasts exposed to this extract were nearly identical to changes induced by TGF beta. Although no reactive protein band was detected at 25 kDa in nonreduced western blot analysis, several bands were reactive at higher molecular weight. The identity of this TGF beta-related component of small intestinal submucosa is unknown. Identification of FGF-2 and TGF beta-related activities in SIS, two growth factors known to significantly affect critical processes of tissue development and differentiation, provides the opportunity to further elucidate the mechanisms by which this extracellular matrix biomaterial modulates wound healing and tissue remodelling. J. Cell. Biochem. 67:478-491, 1997. (C) 1997 Wiley-Liss, Inc.",,"VoytikHarbin, SL (reprint author), PURDUE UNIV, HILLENBRAND BIOMED ENGN CTR, W LAFAYETTE, IN 47907 USA.",,,"Badylak, Stephen/0000-0003-3555-0689",NICHD NIH HHS [HD 31425],,,42,433,476,0,26,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0730-2312,1097-4644,,J CELL BIOCHEM,J. Cell. Biochem.,DEC 15,1997.0,67,4,,,,,478,491,,10.1002/(SICI)1097-4644(19971215)67:4<478::AID-JCB6>3.0.CO;2-P,,,,14,Biochemistry & Molecular Biology; Cell Biology,Biochemistry & Molecular Biology; Cell Biology,YE699,WOS:A1997YE69900006,9383707.0,,,,2019-02-25
J,"Cascone, MG; Polacco, G; Lazzeri, L; Barbani, N",,,,"Cascone, MG; Polacco, G; Lazzeri, L; Barbani, N",,,Dextran/poly(acrylic acid) mixtures as miscible blends,JOURNAL OF APPLIED POLYMER SCIENCE,,,English,Article,,,,,,miscibility; polymer blends; dextran; poly(acrylic acid); bioartificial polymeric materials,BIOARTIFICIAL POLYMERIC MATERIALS; SYNTHETIC-POLYMERS; BIOMATERIALS; HYDROGELS; COLLAGEN; DEXTRAN,"Bioartificial polymeric materials based on blends of dextran and poly(acrylic acid) were prepared in form of films and characterized in order to evaluate the miscibility of the natural component with the synthetic one. Films with different composition ratios were prepared by solution casting sind analyzed by dynamic mechanical-thermal analysis, differential scanning calorimetry, and scanning electron microscopy. The obtained results indicate that dextran is miscible with poly(acrylic acid). The miscibility was mainly ascertained on the bases of the occurrence of a single composition-dependent glass transition temperature in each blend and also on the bases of the transparency and homogeneity of the films. (C) 1997 John Wiley & Sons, Inc.",,"Cascone, MG (reprint author), UNIV PISA,DEPT CHEM ENGN,VIA DIOTISALVI 2,I-56126 PISA,ITALY.",,,"Polacco, Giovanni/0000-0002-9897-8829",,,,20,34,34,1,9,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-8995,,,J APPL POLYM SCI,J. Appl. Polym. Sci.,DEC 12,1997.0,66,11,,,,,2089,2094,,10.1002/(SICI)1097-4628(19971219)66:11<2089::AID-APP4>3.0.CO;2-D,,,,6,Polymer Science,Polymer Science,YE616,WOS:A1997YE61600004,,,,,2019-02-25
J,"Blonder, R; Katz, E; Willner, I; Wray, V; Buckmann, AF",,,,"Blonder, R; Katz, E; Willner, I; Wray, V; Buckmann, AF",,,Application of a nitrospiropyran-FAD-reconstituted glucose oxidase and charged electron mediators as optobioelectronic assemblies for the amperometric transduction of recorded optical signals: Control of the ''on''-''off'' direction of the photoswitch,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,,,English,Article,,,,,,,ALPHA-CHYMOTRYPSIN; ENZYME-ELECTRODE; AU-ELECTRODES; PHOTOREGULATION; MONOLAYER; COMMUNICATION; BIOMATERIALS,"Apo-glucose oxidase is reconstituted with the semisynthetic nitrospiropyran-FAD cofactor to yield a photoisomerizable glucose oxidase, 3a-GOx. The nitrospiropyran-FAD-reconstituted GOx, 3a-GOx, undergoes reversible photoisomerization to the protonated nitromerocyanine-FAD GOx, 3b-GOx. The photoisomerizable enzyme was assembled as a monolayer on a Au electrode. The bioelectrocataIyzed oxidation of glucose in the presence of ferrocenecarboxylic acid (4), ferrocene-1,1'-dicarboxylic acid (5), or 1-[1-(dimethylamino)ethyl]ferrocene (6), acting as electron mediators, was examined in the different photoisomer states of the enzyme. With 4 and 5 acting as electron mediators, the enzyme in state 3b-GOx exhibited bioelectrocatalytic activities for the oxidation of glucose. The bioelectrocatalytic functions of the enzyme in state 3a-GOx were blocked in the presence of 4 or 5: With 6 acting as electron mediator, the enzyme in state 3a-GOx exhibits bioelectrocatalytic activities for the oxidation of glucose, whereas the bioelectrocatalytic functions of the 3b-GOx state are blocked. The directionality of the enzyme photoswitch is controlled by the affinities of the oxidized electron mediators to diffusionally penetrate the protein and reach appropriate electron transfer distances to oxidize the FADH(2) redox center of the enzyme. In all of the systems, cyclic amperometric transduction of optical signals recorded by the photoisomerizable enzyme is accomplished. The enzyme photoisomer ''on'' or ''off' switching direction is controlled by tuning the electrical interactions of the electron mediator and the photoisomerizable enzyme.","HEBREW UNIV JERUSALEM,INST CHEM,IL-91904 JERUSALEM,ISRAEL; HEBREW UNIV JERUSALEM,FARKAS CTR LIGHT INDUCED PROC,IL-91904 JERUSALEM,ISRAEL; GESELL BIOTECHNOL FORSCH MBH,DEPT ENZYMOL,D-38124 BRAUNSCHWEIG,GERMANY",,,,,,,,20,95,95,2,19,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0002-7863,,,J AM CHEM SOC,J. Am. Chem. Soc.,DEC 10,1997.0,119,49,,,,,11747,11757,,10.1021/ja972663v,,,,11,"Chemistry, Multidisciplinary",Chemistry,YK708,WOS:A1997YK70800004,,,,,2019-02-25
J,"Price, N; Bendall, SP; Frondoza, C; Jinnah, RH; Hungerford, DS",,,,"Price, N; Bendall, SP; Frondoza, C; Jinnah, RH; Hungerford, DS",,,Human osteoblast-like cells (MG63) proliferate on a bioactive glass surface,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,Bioglass(R); tissue culture; biocompatibility; bone,OSTEOCALCIN SECRETION; IMPLANT MATERIALS; LINE MG-63; BONE; INVITRO; CULTURE; GROWTH; FIBROBLASTS; INTERFACE; CERAMICS,"Bioglass(R), a resorbable glass, previously has been evaluated as a bone graft substitute using cells of animal origin. Limited information is available on its effect on human cells. The objective of this study was to test the hypothesis that Bioglass(R) supports viability and proliferation of human bone cells. As a prototype of human bone cells, the osteoblast cell line MG63 was used and propagated on Bioglass(R) disks. MG63 cells also were seeded onto disks made of titanium (Ti-6Al-4V) and of cobalt chrome (Co-Cr-Mo) alloys. The number of viable cells recovered was similar for Bioglass(R), titanium, and polystyrene control surfaces. Significantly fewer cells were recovered from CoCr (P < 0.05) compared to Bioglass(R), Ti-6 Al-4v, and polystyrene surfaces. The proportion of cells undergoing DNA synthesis, estimated by thymidine uptake, was significantly greater on Bioglass(R) and titanium surfaces (P < 0.05) than on the CoCr surface. There were detectable differences in cell morphology on these biomaterials. Functional capacity was tested by assay of osteocalcin production and no differences were detectable among the different biomaterials. This study supports the hypothesis that 45S5 Bioglass(R) provides a favorable environment for human osteoblast proliferation and function. Bioglass(R) may have clinical potential as a bone graft substitute, a bioactive grout, or an implant coating for promoting bony ingrowth in uncemented prostheses. (C) 1997 John Wiley & Sons, Inc.","GOOD SAMARITAN HOSP,JOHNS HOPKINS MED SCH,DEPT ORTHOPAED SURG,BALTIMORE,MD 21239",,,,,,,,36,71,74,1,10,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,DEC 5,1997.0,37,3,,,,,394,400,,10.1002/(SICI)1097-4636(19971205)37:3<394::AID-JBM10>3.0.CO;2-C,,,,7,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,YE669,WOS:A1997YE66900010,9368144.0,,,,2019-02-25
J,"Pereiro, IR; Schmitt, VO; Lobinski, R",,,,"Pereiro, IR; Schmitt, VO; Lobinski, R",,,Elemental speciation analysis by multicapillary gas chromatography with microwave-induced plasma atomic spectrometric detection,ANALYTICAL CHEMISTRY,,,English,Article,,,,,,,SUPERCRITICAL-FLUID EXTRACTION; EMISSION-SPECTROMETRY; ORGANOTIN COMPOUNDS; BUTYLTIN COMPOUNDS; MASS SPECTROMETRY; SEDIMENTS; OPTIMIZATION; BIOMATERIALS; TRIBUTYLTIN; ABSORPTION,"Multicapillary column gas chromatography (MC-GC)/ microwave-induced plasma atomic emission spectrometry (MIP AES) was developed for fast speciation analysis of organotin compounds in the environment. Ethylated butyltin compounds could be separated isothermally within less than 30 s (instead of similar to 5-10 min) without sacrificing either the resolution or the sample capacity of conventional capillary GC with oven temperature gradient programming, Careful optimization of the pressure and temperature GC program allowed a comprehensive organotin speciation analysis including phenyltin compounds within less than 2.5 min, increasing the sample throughput 6-fold. Compatibility of MC-GC with an MIP atomic emission detector (MIP-AED) was discussed. MC-GC/MIP-AES was validated for the analysis of sediment (PACS-1 and BCR 462) and biological (NIES11) certified reference materials.","UNIV BORDEAUX 1,CNRS,URA 348,F-33405 TALENCE,FRANCE",,,,"Rodriguez Pereiro, Isaac/0000-0002-9693-2042; Lobinski, Ryszard/0000-0003-1908-2029",,,,36,42,42,0,6,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0003-2700,,,ANAL CHEM,Anal. Chem.,DEC 1,1997.0,69,23,,,,,4799,4807,,10.1021/ac970410e,,,,9,"Chemistry, Analytical",Chemistry,YJ913,WOS:A1997YJ91300015,21639152.0,,,,2019-02-25
J,"Ma, JY; Ben-Amotz, D",,,,"Ma, JY; Ben-Amotz, D",,,Rapid micro-Raman imaging using fiber-bundle image compression,APPLIED SPECTROSCOPY,,,English,Article,,,,,,Raman spectroscopy; spectral imaging; chemical imaging; fiber optics; chemical sensor,TUNABLE FILTER,"A new technique for rapid Raman imaging and chemical analysis of micro-composites and biomaterials, with potential applications in real-time robotic vision, automated manufacturing, and medical imaging, is described and demonstrated. The key feature of this new instrument is a fiber-optic bundle used to compress two-dimensional images onto a one-dimensional fiber stack, which serves as the entrance slit of an imaging optical spectrograph. Thus a complete Raman spectrum is simultaneously collected from every point within a sample in a single scan of a charge-coupled-device (CCD) detector. The method is demonstrated by using Raman imaging of a microscopic mixed-salt sample. Its efficiency relative to alternative Raman imaging methods is quantitatively evaluated, and potential applications in other spectral imaging measurements are discussed.","Purdue Univ, Dept Chem, W Lafayette, IN 47907 USA","Ben-Amotz, D (reprint author), Purdue Univ, Dept Chem, W Lafayette, IN 47907 USA.",,,,,,,16,60,60,1,14,SOC APPLIED SPECTROSCOPY,FREDERICK,"201B BROADWAY ST, FREDERICK, MD 21701 USA",0003-7028,,,APPL SPECTROSC,Appl. Spectrosc.,DEC,1997.0,51,12,,,,,1845,1848,,10.1366/0003702971939668,,,,4,Instruments & Instrumentation; Spectroscopy,Instruments & Instrumentation; Spectroscopy,YR243,WOS:000071475300014,,,,,2019-02-25
J,"Basmadjian, D; Sefton, MV; Baldwin, SA",,,,"Basmadjian, D; Sefton, MV; Baldwin, SA",,,Coagulation on biomaterials in flowing blood: some theoretical considerations,BIOMATERIALS,,,English,Review,,,,,,cardiovascular biomaterials; mathematical model; coagulation; intrinsic pathway; thrombin,THROMBIN PRODUCTION; SHEAR RATE; CONTACT; SURFACE; PLASMA; BIOCHEMISTRY; SYSTEM; PHASE,"Are truly inert biomaterials feasible? Recent mathematical models of coagulation which are reviewed here suggest that such materials are impossible. This conclusion, which is certainly consistent with our collective experimental evidence, arises from the calculation that conversion of Factor XI to XIa never drops to zero even at the highest flow rates and with virtually no Factor XIIa bound to a surface. Residual amounts of XIa are still formed which can in principle kick-off the coagulation cascade. Furthermore, if the flow rates and corresponding mass transfer coefficients are low and in spite of these near-vanishing levels of the initiating coagulants, the surprising result is that substantial amounts of thrombin are produced. On the contrary, under slightly higher flow conditions, there can be more substantial levels of initiating coagulants, yet paradoxically thrombin production is near zero. This article presents a theoretical understanding of the events which take place during the interaction of biomaterials with flowing blood. We follow these events from the time of first contact to the final production of thrombin. The effect of flow and surface activity on the contact phase reactions is examined in detail and the two are found to be intertwined. The common pathway is also examined and here the main feature is the existence of three flow dependent regions which produce either high or very low levels of thrombin, as well as multiple thrombin steady states. In a final analysis we link the two segments of the cascade and consider the events which result. In addition, we note that multiple steady states arise only in the presence of two (thrombin) feedback loops. Single loops or the bare cascade will produce only single steady states. With some imagination one can attribute to the feedback loops the role of providing the cascade with a mechanism to produce high thrombin levels in case of acute need (e.g. bleeding) or to allow levels to subside to 'stand-by' when there is no need for clotting. We present this as a partial answer to the question: Why is the coagulation cascade so complex and what is the importance of the feedback loops? (C) 1997 Elsevier Science Limited. All rights reserved.","Univ Toronto, Dept Chem Engn & Appl Chem, Toronto, ON M5S 3E5, Canada","Sefton, MV (reprint author), Univ Toronto, Dept Chem Engn & Appl Chem, Toronto, ON M5S 3E5, Canada.",,,,,,,20,62,67,0,14,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,DEC,1997.0,18,23,,,,,1511,1522,,10.1016/S0142-9612(97)80002-6,,,,12,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,YL575,WOS:000070970100001,9430333.0,,,,2019-02-25
