PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"DOUZOU, P",,,,"DOUZOU, P",,,BIOMATERIALS FROM PROTEIN SOLUTIONS,TRENDS IN BIOTECHNOLOGY,,,English,Article,,,,,,,,,,"DOUZOU, P (reprint author), INST BIOL PHYS CHIM,INRA,INSERM,U310,13 RUE PIERRE & MARIE CURIE,F-75005 PARIS,FRANCE.",,,,,,,15,1,1,0,0,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0167-7799,,,TRENDS BIOTECHNOL,Trends Biotechnol.,DEC,1989.0,7,12,,,,,326,330,,10.1016/0167-7799(89)90031-0,,,,5,Biotechnology & Applied Microbiology,Biotechnology & Applied Microbiology,CD506,WOS:A1989CD50600002,,,,,2019-02-25
J,"BLAAUW, EH; OOSTERBAAN, JA; SCHAKENRAAD, JM",,,,"BLAAUW, EH; OOSTERBAAN, JA; SCHAKENRAAD, JM",,,IMPROVED EPON EMBEDDING FOR BIOMATERIALS,ULTRAMICROSCOPY,,,English,Meeting Abstract,,,,,,,,,"UNIV GRONINGEN,DEPT HISTOL & CELL BIOL,9713 EZ GRONINGEN,NETHERLANDS",,,,,,,,0,0,0,0,0,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0304-3991,,,ULTRAMICROSCOPY,Ultramicroscopy,DEC,1989.0,31,4,,,,,458,458,,10.1016/0304-3991(89)90346-X,,,,1,Microscopy,Microscopy,CP773,WOS:A1989CP77300015,,,,,2019-02-25
J,"ARKIN, H; HOLMES, KR; CHEN, MM",,,,"ARKIN, H; HOLMES, KR; CHEN, MM",,,A TECHNIQUE FOR MEASURING THE THERMAL-CONDUCTIVITY AND EVALUATING THE APPARENT CONDUCTIVITY CONCEPT IN BIOMATERIALS,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,,,English,Article,,,,,,,BLOOD PERFUSION,"A simple technique for measuring thermal conductivity of biomaterials is described. The method is based on depositing a pulse of heat into the material of choice, and fitting the subsequent local temperature decay to that predicted by a theoretical model. This transient method is most suitable in situations where frequent measurements of the thermal conductivity are desired. The method was evaluated by calculating the thermal conductivity of several inert materials. The measured conductivities compared well with published values. The developed technique was also used to examine the applicability of the ""apparent conductivity"" index to combine both conductive and blood-convective thermal effects in living, blood perfused tissues. Using both simulated and experimental results, it was shown that the changes in the apparent conductivity are highly correlated with changes in blood flow. However, quantitative application of this index must be restricted to conditions that are similar to those which existed at the time the apparent conductivity was measured.","TECHNION ISRAEL INST TECHNOL,DEPT VET BIOSCI,IL-32000 HAIFA,ISRAEL; TECHNION ISRAEL INST TECHNOL,DEPT AGR ENGN,IL-32000 HAIFA,ISRAEL; UNIV ILLINOIS,FAC BIOENGN,DEPT VET BIOSCI,URBANA,IL 61801; UNIV ILLINOIS,FAC BIOENGN,DEPT MECH & IND ENGN,URBANA,IL 61801",,,,,NCI NIH HHS [T32-CA09067]; NHLBI NIH HHS [HL27011],,,17,7,8,0,6,ASME-AMER SOC MECHANICAL ENG,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017",0148-0731,,,J BIOMECH ENG-T ASME,J. Biomech. Eng.-Trans. ASME,NOV,1989.0,111,4,,,,,276,282,,10.1115/1.3168379,,,,7,"Biophysics; Engineering, Biomedical",Biophysics; Engineering,FU050,WOS:A1989FU05000003,2486365.0,,,,2019-02-25
J,"HAYASHI, K; MATSUGUCHI, N; UENOYAMA, K; KANEMARU, T; SUGIOKA, Y",,,,"HAYASHI, K; MATSUGUCHI, N; UENOYAMA, K; KANEMARU, T; SUGIOKA, Y",,,EVALUATION OF METAL IMPLANTS COATED WITH SEVERAL TYPES OF CERAMICS AS BIOMATERIALS,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,,,,"KYUSHU UNIV,MORPHOL CORE FAC MED,FUKUOKA 812,JAPAN","HAYASHI, K (reprint author), KYUSHU UNIV,DEPT ORTHOPAED SURG,FUKUOKA 812,JAPAN.",,,,,,,10,78,80,0,5,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,NOV,1989.0,23,11,,,,,1247,1259,,10.1002/jbm.820231103,,,,13,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,AV697,WOS:A1989AV69700002,2606919.0,,,,2019-02-25
J,"JAYAKUMARI, N; CHITRA, M; IYER, KS",,,,"JAYAKUMARI, N; CHITRA, M; IYER, KS",,,INTERACTION OF HUMAN-SERUM LIPOPROTEINS WITH BIOMATERIALS,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,,,,,"JAYAKUMARI, N (reprint author), SREE CHITRA TIRUNAL INST MED SCI & TECHNOL,DIV BIOCHEM,TRIVANDRUM 695011,INDIA.",,,,,,,13,3,3,0,0,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,NOV,1989.0,23,11,,,,,1261,1270,,10.1002/jbm.820231104,,,,10,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,AV697,WOS:A1989AV69700003,2606920.0,,,,2019-02-25
J,"HEIMKE, G",,,,"HEIMKE, G",,,BIOMATERIALS HIGHLIGHTS .3. BONE REPLACEMENTS - IMPLANT MATERIALS AND THE MODES OF IMPLANT FIXATION,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH,,,English,Editorial Material,,,,,,,,,,"HEIMKE, G (reprint author), CLEMSON UNIV,COLL ENGN,DEPT ENGN,CLEMSON,SC 29634, USA.",,,,,,,21,0,0,0,4,VCH PUBLISHERS INC,DEERFIELD BEACH,"303 NW 12TH AVE, DEERFIELD BEACH, FL 33442-1788",0570-0833,,,ANGEW CHEM INT EDIT,Angew. Chem.-Int. Edit. Engl.,OCT,1989.0,28,10,,,,,1431,1434,,10.1002/anie.198914311,,,,4,"Chemistry, Multidisciplinary",Chemistry,AX188,WOS:A1989AX18800040,,,,,2019-02-25
J,"CONSTABLE, IJ",,,,"CONSTABLE, IJ",,,"BIOMATERIALS, SCAR TISSUE AND OPHTHALMIC MICROSURGERY",AUSTRALIAN AND NEW ZEALAND JOURNAL OF SURGERY,,,English,Review,,,,,,,,,"LIONS EYE INST,PERTH,WA,AUSTRALIA",,,,,,,,0,1,1,0,0,BLACKWELL SCIENCE,CARLTON,"54 UNIVERSITY ST, P O BOX 378, CARLTON VICTORIA 3053, AUSTRALIA",0004-8682,,,AUST NZ J SURG,Aust. N. Z. J. Surg.,OCT,1989.0,59,10,,,,,755,759,,10.1111/j.1445-2197.1989.tb07002.x,,,,5,Surgery,Surgery,CM995,WOS:A1989CM99500001,2684119.0,,,,2019-02-25
J,"BREME, J",,,,"BREME, J",,,"TITANIUM AND TITANIUM-ALLOYS, BIOMATERIALS OF PREFERENCE",MEMOIRES ET ETUDES SCIENTIFIQUES DE LA REVUE DE METALLURGIE,,,English,Article,,,,,,,,,,"BREME, J (reprint author), UNIV ERLANGEN NURNBERG, LEHRSTUHL WERKSTOFFWISSENSCH MET, D-8520 ERLANGEN, FED REP GER.",,,,,,,50,12,13,0,0,REVUE DE METALLURGIE,LA PLAINE SAINT-DENIS CEDEX,"5 RUE LUIGI CHERUBINI, 93212 LA PLAINE SAINT-DENIS CEDEX, FRANCE",0245-8292,,,MEM ETUD SCI REV MET,,OCT,1989.0,86,10,,,,,625,637,,,,,,13,Metallurgy & Metallurgical Engineering,Metallurgy & Metallurgical Engineering,CB236,WOS:A1989CB23600003,,,,,2019-02-25
J,"CHU, CC",,,,"CHU, CC",,,SURVEY OF FIBROUS WOUND CLOSURE BIOMATERIALS,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"CORNELL UNIV,DEPT TEXT & APPAREL,ITHACA,NY 14853",,,,,,,,0,0,0,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,SEP 10,1989.0,198,,,,,,59,CELL,,,,,,0,"Chemistry, Multidisciplinary",Chemistry,DG642,WOS:A1989DG64200526,,,,,2019-02-25
J,"RAZZAK, MT; OTSUHATA, K; TABATA, Y; OHASHI, F; TAKEUCHI, A",,,,"RAZZAK, MT; OTSUHATA, K; TABATA, Y; OHASHI, F; TAKEUCHI, A",,,"MODIFICATION OF NATURAL-RUBBER TUBES FOR BIOMATERIALS .2. RADIATION-INDUCED GRAFTING OF N,N-DIMETHYLAMINOETHYLACRYLATE (DMAEA) ONTO NATURAL-RUBBER (NR) TUBES",JOURNAL OF APPLIED POLYMER SCIENCE,,,English,Article,,,,,,,,,"UNIV TOKYO,FAC AGR,DEPT VET SURG & OBSTET,BUNKYO KU,TOKYO 113,JAPAN","RAZZAK, MT (reprint author), UNIV TOKYO,FAC ENGN,DEPT NUCL ENGN,NUCL ENGN RES LAB,BUNKYO KU,TOKYO 113,JAPAN.",,,,,,,7,15,15,0,1,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0021-8995,,,J APPL POLYM SCI,J. Appl. Polym. Sci.,SEP 5,1989.0,38,5,,,,,829,839,,10.1002/app.1989.070380506,,,,11,Polymer Science,Polymer Science,AN371,WOS:A1989AN37100006,,,,,2019-02-25
