PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"BOKROS, JC",,,,"BOKROS, JC",,,CARBON BIOMATERIALS IN MEDICAL DEVICES,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"GEN ATOM CO,DIV MED PROD,SAN DIEGO,CA 92138",,,,,,,,0,0,0,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,,1977.0,173,MAR20,,,,,11,11,,,,,,1,"Chemistry, Multidisciplinary",Chemistry,CX284,WOS:A1977CX28400825,,,,,2019-02-25
J,"SPAET, TH",,,,"SPAET, TH",,,BLOOD AND BIOMATERIALS - GLIMPSE AT ELEPHANT,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,,English,Article,,,,,,,,,"MONTEFIORE HOSP & MED CTR,DEPT MED,DIV HEMATOL,BRONX,NY 10467; YESHIVA UNIV,ALBERT EINSTEIN COLL MED,BRONX,NY 10461",,,,,,,,4,4,4,0,0,NEW YORK ACAD SCIENCES,NEW YORK,"2 E 63RD ST, NEW YORK, NY 10021",0077-8923,,,ANN NY ACAD SCI,Ann.NY Acad.Sci.,,1977.0,283,FEB10,,,,,2,5,,10.1111/j.1749-6632.1977.tb41748.x,,,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,CW038,WOS:A1977CW03800002,,,,,2019-02-25
J,"BRUCK, SD",,,,"BRUCK, SD",,,CURRENT ACTIVITIES AND FUTURE DIRECTIONS IN BIOMATERIALS RESEARCH,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,,English,Article,,,,,,,,,"NHLBI, BETHESDA, MD 20014 USA",,,,,,,,65,27,27,0,0,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0077-8923,,,ANN NY ACAD SCI,Ann.NY Acad.Sci.,,1977.0,283,FEB10,,,,,332,355,,10.1111/j.1749-6632.1977.tb41780.x,,,,24,Multidisciplinary Sciences,Science & Technology - Other Topics,CW038,WOS:A1977CW03800027,,,,,2019-02-25
J,"KOCHWA, S; LITWAK, RS; ROSENFIELD, RE; LEONARD, EF",,,,"KOCHWA, S; LITWAK, RS; ROSENFIELD, RE; LEONARD, EF",,,BLOOD ELEMENTS AT FOREIGN SURFACES - INVITRO EVALUATION OF BIOMATERIALS IN A SPINNING DISK APPARATUS,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,,English,Article,,,,,,,,,"CUNY,MT SINAI SCH MED,NEW YORK,NY 10029; COLUMBIA UNIV,SCH ENGN,ARTIFICIAL ORGAN RES LAB,NEW YORK,NY 10027",,,,,,,,15,20,20,0,0,NEW YORK ACAD SCIENCES,NEW YORK,"2 E 63RD ST, NEW YORK, NY 10021",0077-8923,,,ANN NY ACAD SCI,Ann.NY Acad.Sci.,,1977.0,283,FEB10,,,,,457,472,,10.1111/j.1749-6632.1977.tb41790.x,,,,16,Multidisciplinary Sciences,Science & Technology - Other Topics,CW038,WOS:A1977CW03800036,,,,,2019-02-25
J,"SCHULTZ, JS; GODDARD, JD; CIARKOWSKI, A; PENNER, JA; LINDENAUER, SM",,,,"SCHULTZ, JS; GODDARD, JD; CIARKOWSKI, A; PENNER, JA; LINDENAUER, SM",,,EXVIVO METHOD FOR EVALUATION OF BIOMATERIALS IN CONTACT WITH BLOOD,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,,,English,Article,,,,,,,,,"UNIV MICHIGAN,DEPT CHEM ENGN,ANN ARBOR,MI 48104; UNIV MICHIGAN,DEPT INTERNAL MED,ANN ARBOR,MI 48104; UNIV MICHIGAN,DEPT SURG,ANN ARBOR,MI 48104",,,,,,,,29,24,24,0,0,NEW YORK ACAD SCIENCES,NEW YORK,"2 E 63RD ST, NEW YORK, NY 10021",0077-8923,,,ANN NY ACAD SCI,Ann.NY Acad.Sci.,,1977.0,283,FEB10,,,,,494,523,,10.1111/j.1749-6632.1977.tb41793.x,,,,30,Multidisciplinary Sciences,Science & Technology - Other Topics,CW038,WOS:A1977CW03800039,,,,,2019-02-25
J,"AUTIAN, J",,,,"AUTIAN, J",,,TOXICOLOGICAL EVALUATION OF BIOMATERIALS - PRIMARY ACUTE TOXICITY SCREENING-PROGRAM,ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,"UNIV TENNESSEE,CTR HLTH SCI,MAT SCI TOXICOL LABS,MEMPHIS,TN 38163",,,,,,,,8,96,97,0,5,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1977.0,1,1,,,,,53,60,,,,,,8,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,EK310,WOS:A1977EK31000005,616273.0,,,,2019-02-25
J,"LEMM, W; UNGER, V; GROSSESIESTRUP, C; OLSEN, DB; AFFELD, K; BUCHERL, ES",,,,"LEMM, W; UNGER, V; GROSSESIESTRUP, C; OLSEN, DB; AFFELD, K; BUCHERL, ES",,,"BLOOD COMPATIBILITY TESTS OF BIOMATERIALS ON BASIS OF PROTEIN-ADSORPTION-HYPOTHESIS, EXTENSIONS AND COMPARISON WITH OTHER METHODS",ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"FREE UNIV BERLIN,KLINIKUM CHARLOTTENBURG,CHIRURG KLIN & POLIKLIN,D-1000 BERLIN 19,FED REP GER",,,,,,,,0,0,0,0,1,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1977.0,1,2,,,,,126,126,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,EK315,WOS:A1977EK31500051,,,,,2019-02-25
J,"BRUCK, SD",,,,"BRUCK, SD",,,CONSIDERATIONS OF SPECIES-RELATED HEMATOLOGICAL DIFFERENCES ON EVALUATION OF BIOMATERIALS,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,"NHLBI,BETHESDA,MD 20014",,,,,,,,28,40,40,0,0,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1977.0,5,1,,,,,97,113,,10.3109/10731197709118667,,,,17,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,DD241,WOS:A1977DD24100006,403967.0,,,,2019-02-25
J,"LEMONS, JE; BUCHANAN, RA; BASWELL, IL; THOMPSON, NG",,,,"LEMONS, JE; BUCHANAN, RA; BASWELL, IL; THOMPSON, NG",,,INVESTIGATIONS OF VITREOUS AND PYROLYTIC CARBON METALLIC ALLOY SURGICAL BIOMATERIALS,CARBON,,,English,Meeting Abstract,,,,,,,,,"UNIV ALABAMA,DEPT BIOMAT,BIRMINGHAM,AL 35294; UNIV ALABAMA,SCH ENGN,BIRMINGHAM,AL 35294",,,,,,,,0,0,0,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0008-6223,,,CARBON,Carbon,,1977.0,15,6,,,,,430,430,,,,,,1,"Chemistry, Physical; Materials Science, Multidisciplinary",Chemistry; Materials Science,ER926,WOS:A1977ER92600170,,,,,2019-02-25
J,"BRUCK, SD",,,,"BRUCK, SD",,,"SMOOTH, FLEXIBLE BIOMATERIALS",CHEMTECH,,,English,Article,,,,,,,,,"NHLI,DIV HEART & VASC DIS,BIOMATERIALS PROGRAM,BETHESDA,MD 20014",,,,,,,,29,5,5,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0009-2703,,,CHEMTECH,Chemtech,,1977.0,7,4,,,,,240,246,,,,,,7,"Chemistry, Applied",Chemistry,DB914,WOS:A1977DB91400010,,,,,2019-02-25
