PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"DANIELS, AUD",,,,"DANIELS, AUD",,,APPLIED BIOMATERIALS STANDARDS REPORT,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH-APPLIED BIOMATERIALS,,,English,Editorial Material,,,,,,,,,,,,,,,,,5,0,0,0,0,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",,,,J BIOMED MATER RES-A,,DEC,1987.0,21,A3,,S,,,247,250,,,,,,4,"Engineering, Biomedical; Materials Science, Multidisciplinary; Materials Science, Biomaterials",Engineering; Materials Science,L3842,WOS:A1987L384200002,3429464.0,,,,2019-02-25
J,"GRISTINA, AG; HOBGOOD, CD; WEBB, LX; MYRVIK, QN",,,,"GRISTINA, AG; HOBGOOD, CD; WEBB, LX; MYRVIK, QN",,,ADHESIVE COLONIZATION OF BIOMATERIALS AND ANTIBIOTIC-RESISTANCE,BIOMATERIALS,,,English,Article,,,,,,,,,"WAKE FOREST UNIV,CTR MED,DEPT MICROBIOL & IMMUNOL,WINSTON SALEM,NC 27103","GRISTINA, AG (reprint author), WAKE FOREST UNIV,CTR MED,ORTHOPED SURG SECT,300 S HAWTHORNE RD,WINSTON SALEM,NC 27103, USA.",,,,,,,26,197,204,2,24,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,NOV,1987.0,8,6,,,,,423,426,,10.1016/0142-9612(87)90077-9,,,,4,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,K9605,WOS:A1987K960500002,3427140.0,,,,2019-02-25
J,"HANSEN, SO; PIEST, KL; APPLE, DJ; GWIN, TD; TETZ, MR; WILBRANDT, TH; COHEN, DB",,,,"HANSEN, SO; PIEST, KL; APPLE, DJ; GWIN, TD; TETZ, MR; WILBRANDT, TH; COHEN, DB",,,COMPARATIVE HISTOPATHOLOGIC STUDY OF VARIOUS LENS BIOMATERIALS IN PRIMATES AFTER ND - YAG LASER TREATMENT,JOURNAL OF CATARACT AND REFRACTIVE SURGERY,,,English,Article,,,,,,,,,"UNIV UTAH,HLTH SCI CTR,DEPT OPHTHALMOL,SALT LAKE CITY,UT 84132",,,,,,,,0,6,6,0,1,AMER SOC CATARACT REFRACTIVE SURGERY,FAIRFAX,"4000 LEGATO RD, SUITE 850, FAIRFAX, VA 22030",0886-3350,,,J CATARACT REFR SURG,J. Cataract. Refract. Surg.,NOV,1987.0,13,6,,,,,657,661,,10.1016/S0886-3350(87)80158-X,,,,5,Ophthalmology; Surgery,Ophthalmology; Surgery,K6755,WOS:A1987K675500010,3681685.0,,,,2019-02-25
J,"DAVIES, MC; BROWN, A",,,,"DAVIES, MC; BROWN, A",,,"TOF-SIMS, SSIMS AND SIMS IMAGING OF POLYMERIC BIOMATERIALS AND DRUG DELIVERY SYSTEMS",ARCHIV DER PHARMAZIE,,,English,Meeting Abstract,,,,,,,,,"UNIV NOTTINGHAM,DEPT PHARM,NOTTINGHAM NG7 2RD,ENGLAND; VG IONEX,HORSHAM,SUSSEX,ENGLAND",,,,,,,,0,0,0,0,2,VCH PUBLISHERS INC,DEERFIELD BEACH,"303 NW 12TH AVE, DEERFIELD BEACH, FL 33442-1788",0365-6233,,,ARCH PHARM,Arch. Pharm.,SEP,1987.0,320,9,,,,,914,914,,,,,,1,"Chemistry, Medicinal; Chemistry, Multidisciplinary; Pharmacology & Pharmacy",Pharmacology & Pharmacy; Chemistry,K0709,WOS:A1987K070900064,,,,,2019-02-25
J,"BRILL, W",,,,"BRILL, W",,,PROBLEMS IN HIP ENDOPROTHESIS AS SEEN IN SEM ANALYSIS OF DIFFERENT BIOMATERIALS,ZEITSCHRIFT FUR ORTHOPADIE UND IHRE GRENZGEBIETE,,,German,Article,,,,,,,,,,"BRILL, W (reprint author), JOHANNA ETIENNE KRANKENHAUS,D-4040 NEUSS,FED REP GER.",,,,,,,0,2,2,0,0,FERDINAND ENKE VERLAG,STUTTGART,"POSTFACH 30 03 66, D-70443 STUTTGART, GERMANY",0044-3220,,,Z ORTHOP GRENZGEB,Z. Orthop. Grenzg.,SEP-OCT,1987.0,125,5,,,,,553,558,,10.1055/s-2008-1044754,,,,6,Orthopedics,Orthopedics,L2059,WOS:A1987L205900015,3433910.0,,,,2019-02-25
J,"BRUNE, D",,,,"BRUNE, D",,,NUCLEAR CORROSION MONITORING - NCM-APPLIED TO BIOMATERIALS,BIOLOGICAL TRACE ELEMENT RESEARCH,,,English,Article,,,,,,,,,,"BRUNE, D (reprint author), DAG BRUNE CONSULTING, BAKKEHAUGVEIEN 16, 0873 OSLO 8, NORWAY.",,,,,,,33,1,1,0,0,HUMANA PRESS INC,TOTOWA,"999 RIVERVIEW DRIVE SUITE 208, TOTOWA, NJ 07512 USA",0163-4984,1559-0720,,BIOL TRACE ELEM RES,Biol. Trace Elem. Res.,AUG,1987.0,13,,,,,,319,331,,10.1007/BF02796643,,,,13,Biochemistry & Molecular Biology; Endocrinology & Metabolism,Biochemistry & Molecular Biology; Endocrinology & Metabolism,L0160,WOS:A1987L016000028,24254687.0,,,,2019-02-25
J,"ALEXANDER, H",,,,"ALEXANDER, H",,,APPLIED BIOMATERIALS - THE INFANCY OF A JOURNAL,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH-APPLIED BIOMATERIALS,,,English,Editorial Material,,,,,,,,,,,,,,,,,1,0,0,0,0,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",,,,J BIOMED MATER RES-A,,AUG,1987.0,21,A2,,S,,,137,138,,,,,,2,"Engineering, Biomedical; Materials Science, Multidisciplinary; Materials Science, Biomaterials",Engineering; Materials Science,J3975,WOS:A1987J397500001,,,,,2019-02-25
J,"DANIELS, AUD",,,,"DANIELS, AUD",,,APPLIED BIOMATERIALS STANDARDS REPORT,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH-APPLIED BIOMATERIALS,,,English,Editorial Material,,,,,,,,,"UNIV UTAH,SCH MED,SALT LAKE CITY,UT 84132",,,,,,,,2,1,1,0,0,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",,,,J BIOMED MATER RES-A,,AUG,1987.0,21,A2,,S,,,143,146,,,,,,4,"Engineering, Biomedical; Materials Science, Multidisciplinary; Materials Science, Biomaterials",Engineering; Materials Science,J3975,WOS:A1987J397500003,,,,,2019-02-25
J,"SAHA, S; SAHA, P",,,,"SAHA, S; SAHA, P",,,BIOETHICS AND APPLIED BIOMATERIALS,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH-APPLIED BIOMATERIALS,,,English,Article,,,,,,,,,,"SAHA, S (reprint author), LOUISIANA STATE UNIV,SCH MED,DEPT ORTHOPAED SURG,SHREVEPORT,LA 71130, USA.",,,,,,,28,7,7,0,3,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",,,,J BIOMED MATER RES-A,,AUG,1987.0,21,A2,,S,,,181,190,,,,,,10,"Engineering, Biomedical; Materials Science, Multidisciplinary; Materials Science, Biomaterials",Engineering; Materials Science,J3975,WOS:A1987J397500007,3624285.0,,,,2019-02-25
J,"COOPER, SL; GRASEL, TG",,,,"COOPER, SL; GRASEL, TG",,,PROTEIN AND THROMBUS DEPOSITION ON POLYMERIC BIOMATERIALS,BIOLOGICAL CHEMISTRY HOPPE-SEYLER,,,English,Meeting Abstract,,,,,,,,,"UNIV WISCONSIN,DEPT CHEM ENGN,MADISON,WI 53706",,,,,,,,1,0,0,0,0,WALTER DE GRUYTER & CO,BERLIN,"GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY",0177-3593,,,BIOL CHEM H-S,Biol. Chem. Hoppe-Seyler,JUL,1987.0,368,7,,,,,738,739,,,,,,2,Biochemistry & Molecular Biology,Biochemistry & Molecular Biology,J2981,WOS:A1987J298100014,,,,,2019-02-25
