PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Takahashi, Y; Ohkawa, K; Ando, M; Yamada, M; Yamamoto, H",,,,"Takahashi, Y; Ohkawa, K; Ando, M; Yamada, M; Yamamoto, H",,,Adsorption of endocrine disruptors and related compounds using natural polymer composite fibers formed by polyion complexes,MACROMOLECULAR MATERIALS AND ENGINEERING,,,English,Article,,,,,,adsorption-release; biofibers; biomaterials; endocrine disruptor; environmental chemistry,GRANULAR ACTIVATED CARBON; SOLUTION INTERFACES; GELLAN,"Endocrine disruptors are known as chemical compounds that affect living systems. The three investigated polyion complex (PIC) fibers are formed by the interaction of two kinds of oppositely charged polyelectrolytes in aqueous solution and examined for their adsorptive ability as endocrine disruptor adsorbents. Among nine compounds, seven endocrine disruptors and related compounds are absorbed onto the PIC fibers. Particularly, benzo[a]pyrene is absorbed in high amounts. The relationships between the structure of endocrine disruptors and the adsorption-release behavior are investigated. Biphenyl exhibits mostly a repetitive adsorption-release behavior.","Shinshu Univ, Fac Text Sci & Technol, Inst High Polymer Res, Ueda, Nagano 3868567, Japan","Yamamoto, H (reprint author), Shinshu Univ, Fac Text Sci & Technol, Inst High Polymer Res, Tokida 3-15-1, Ueda, Nagano 3868567, Japan.",,"Ohkawa, Kousaku/E-1497-2014","Ohkawa, Kousaku/0000-0001-5199-092X",,,,19,4,4,1,4,WILEY-V C H VERLAG GMBH,WEINHEIM,"PO BOX 10 11 61, D-69451 WEINHEIM, GERMANY",1438-7492,,,MACROMOL MATER ENG,Macromol. Mater. Eng.,DEC 28,2001.0,286,12,,,,,733,736,,10.1002/1439-2054(20011201)286:12<733::AID-MAME733>3.0.CO;2-I,,,,4,"Materials Science, Multidisciplinary; Polymer Science",Materials Science; Polymer Science,513QK,WOS:000173389600001,,,,,2019-02-25
J,"Granja, PL; Pouysegu, L; Petraud, M; De Jeso, B; Baquey, C; Barbosa, MA",,,,"Granja, PL; Pouysegu, L; Petraud, M; De Jeso, B; Baquey, C; Barbosa, MA",,,Cellulose phosphates as biomaterials. I. Synthesis and characterization of highly phosphorylated cellulose gels,JOURNAL OF APPLIED POLYMER SCIENCE,,,English,Review,,,,,,cellulose triphosphates; biomaterials; phosphorylation; H3PO4/P2O5/Et3PO4/hexanol method; C-13-NMR,CALCIUM-PHOSPHATE; NMR-SPECTROSCOPY; SOLID-STATE; C-13 NMR; MAGNETIC-RESONANCE; DERIVATIVES; HYDROXYAPATITE; POLYMER; GROWTH; DEPOSITION,"The present study concerns the investigation of a material expected to be biocompatible and able to promote bone regeneration. For this purpose, cellulose was chemically modified by phosphorylation. Once implanted, phosphorylated cellulose could promote the formation of calcium phosphates, thus having closer resemblance to bone functionality. In a previous investigation, the obtention and the preliminary characterization of cellulose phosphate gels were reported. In the present study, the synthesis by the H3PO4/P2O5/Et3PO4/hexanol method was optimized in terms of reaction parameters. The structure of materials was investigated by FTIR, Raman, and solid-state P-31- and C-13-NMR spectroscopic studies, and X-ray diffraction. Water swelling and stability to sterilization by gamma-radiation were also assessed. It was demonstrated that the present method allows highly phosphorylated cellulose derivatives to be obtained. Cellulose triphosphates gels are described here for the first time. Products obtained were poorly crystallized monoesters, apparently not significantly affected by gamma sterilization and showed a high water swelling capability. Chemical bonding was confirmed by FTIR, Raman, and both P-31- and C-13-NMR spectroscopies. It was also shown that the H3PO4/P2O5/Et3PO4/hexanol method provides a versatile and interesting alternative route to some of the more widely used techniques for the phosphorylation of cellulose. (C) 2001 John Wiley & Sons, Inc.","Inst Biomed Engn, Lab Biomat, P-4150180 Oporto, Portugal; Univ Porto, Fac Engn, Dept Mat & Met Engn, P-4100 Oporto, Portugal; Univ Bordeaux 1, Lab Chim Subst Vegetales, Inst Pin, F-33405 Talence, France; Univ Bordeaux 2, INSERM, U443, F-33076 Bordeaux, France","Granja, PL (reprint author), Inst Biomed Engn, Lab Biomat, Rua Campo Alegre 823, P-4150180 Oporto, Portugal.",,"Barbosa, Mario/F-5964-2011; Granja, Pedro/B-1685-2008","Barbosa, Mario/0000-0003-3568-7482; Granja, Pedro/0000-0003-2761-4929",,,,104,64,64,3,27,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012 USA",0021-8995,,,J APPL POLYM SCI,J. Appl. Polym. Sci.,DEC 20,2001.0,82,13,,,,,3341,3353,,,,,,13,Polymer Science,Polymer Science,483CT,WOS:000171616700025,,,,,2019-02-25
J,"Granja, PL; Pouysegu, L; Deffieux, D; Daude, G; De Jeso, B; Labrugere, C; Baquey, C; Barbosa, MA",,,,"Granja, PL; Pouysegu, L; Deffieux, D; Daude, G; De Jeso, B; Labrugere, C; Baquey, C; Barbosa, MA",,,Cellulose phosphates as biomaterials. II. Surface chemical modification of regenerated cellulose hydrogels,JOURNAL OF APPLIED POLYMER SCIENCE,,,English,Article,,,,,,cellulose phosphates; biomaterials; phosphorylation; H3PO4/P2O5/Et3PO4/hexanol method; surface modification,CALCIUM-PHOSPHATE; SEPARATION; IDENTIFICATION; ROUGHNESS; PEPTIDES; TITANIUM; ADHESION; NMR,"Cellulose regenerated by the viscose process was previously investigated as an implantable material in orthopedic surgery. It was envisaged to take advantage not only of its good matching with mechanical properties of bone but also of its hydroexpansivity, therefore allowing a satisfactory fixation to hard tissue. Both the osteoconduction and the lack of osteoinduction of this material were demonstrated. Grafting of phosphate groups was then envisaged as the means to render cellulose more suitable for orthopedic applications by enhancing its bioactivity. In the present work, the previously optimized phosphorylation reaction was successfully adapted to the surface modification of regenerated cellulose. Modified materials were characterized by XPS, FTIR, and P-31 MAS NMR spectroscopic studies, and contact angle measurements, revealing the chemical bond between phosphate groups and cellulose, as well as the hydrophilic nature of phosphorylated materials, which increases with increasing phosphate contents. Water swelling and resistance to gamma sterilization were assessed as well, showing that phosphorylated materials swell considerably in water and were not affected when sterilization was carried out under a nitrogen atmosphere. The increase in surface roughness attributed to chemical modification was demonstrated through laser rugosimetry measurements. (C) 2001 John Wiley & Sons, Inc.","INEB, Lab Biomat, P-4150180 Oporto, Portugal; Univ Porto, Fac Engn, Dept Mat & Met Engn, P-4100 Oporto, Portugal; Univ Bordeaux 1, Lab Chim Subst Vegetales, Inst Pin, F-33405 Talence, France; Univ Bordeaux 1, ICMCB, CNRS, UPR 9048,CeCaMA, F-33600 Pessac, France; Univ Bordeaux 2, INSERM, U443, F-33076 Bordeaux, France","Granja, PL (reprint author), INEB, Lab Biomat, Rua Campo Alegre 823, P-4150180 Oporto, Portugal.",pgranja@ibmc.up.pt,"Deffieux, Denis/F-8391-2011; Granja, Pedro/B-1685-2008; Barbosa, Mario/F-5964-2011","Granja, Pedro/0000-0003-2761-4929; Barbosa, Mario/0000-0003-3568-7482",,,,51,38,38,1,9,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0021-8995,1097-4628,,J APPL POLYM SCI,J. Appl. Polym. Sci.,DEC 20,2001.0,82,13,,,,,3354,3365,,10.1002/app.2194.abs,,,,12,Polymer Science,Polymer Science,483CT,WOS:000171616700026,,,,,2019-02-25
J,"Jacoby, M",,,,"Jacoby, M",,,Biomaterials - Tough bones,CHEMICAL & ENGINEERING NEWS,,,English,News Item,,,,,,,,,,,,,,,,,0,2,2,0,2,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",0009-2347,,,CHEM ENG NEWS,Chem. Eng. News,DEC 17,2001.0,79,51,,,,,13,13,,10.1021/cen-v079n033.p013a,,,,1,"Chemistry, Multidisciplinary; Engineering, Chemical",Chemistry; Engineering,503NR,WOS:000172805000013,,,,,2019-02-25
J,"Arwin, H",,,,"Arwin, H",,,Spectroscopic ellipsometry for characterization and monitoring of organic layers,PHYSICA STATUS SOLIDI A-APPLIED RESEARCH,,,English,Article; Proceedings Paper,WE-Heraeus-Seminar: Optical Spectroscopy at Interfaces (OSI-2001),"MAY 20-23, 2001","BAD HONNEF, GERMANY",,,,WATER-INTERFACE; ADSORPTION; FILMS,"The thickness resolution and the in situ advantage of ellipsometry make this optical technique suitable for studies of thin organic layers, especially those of biological interest. With state of the art methodology it is possible to perform monolayer spectroscopy, e.g. of a protein layer at a solid/ liquid interface and also to resolve details in the kinetics of layer formation. Furthermore, complicated microstructures, like porous silicon layers, can be characterized and protein adsorption can be monitored in porous layers providing information about pore filling and penetration depths of protein molecules of different size and type. Quantification of adsorption and determination of microstructural parameters of thin organic layers on planar surfaces and in porous layers are of large interest in areas like biomaterials, basic studies of surface-based biointeraction and for biosensor development. In this report we review the use of spectroscopic ellipsometry for studies of organic layers including protein adsorption and protein monolayer spectroscopy. Included is also a discussion about possibilities for in situ spectroscopic monitoring of engineering of multilayer systems based on macromolecules.","Linkoping Univ, Dept Phys & Measurement Technol, Lab Appl Opt, SE-58183 Linkoping, Sweden","Arwin, H (reprint author), Linkoping Univ, Dept Phys & Measurement Technol, Lab Appl Opt, SE-58183 Linkoping, Sweden.",,,,,,,21,5,5,0,7,WILEY-V C H VERLAG GMBH,WEINHEIM,"PO BOX 10 11 61, D-69451 WEINHEIM, GERMANY",0031-8965,,,PHYS STATUS SOLIDI A,Phys. Status Solidi A-Appl. Res.,DEC 16,2001.0,188,4,,,,,1331,1338,,10.1002/1521-396X(200112)188:4<1331::AID-PSSA1331>3.0.CO;2-1,,,,8,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",Materials Science; Physics,509BJ,WOS:000173124200014,,,,,2019-02-25
J,"Wisniewski, N; Klitzman, B; Miller, B; Reichert, WM",,,,"Wisniewski, N; Klitzman, B; Miller, B; Reichert, WM",,,Decreased analyte transport through implanted membranes: Differentiation of biofouling from tissue effects,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,microdialysis; biosensor membranes; transport; biomaterials; biofouling; biocompatibility,MICRODIALYSIS; SENSORS,"Membrane biofouling and tissue changes in the foreign body response are known to cause detrimental reductions of analyte transport into implanted biosensors. The relative contribution of each phenomenon is unknown. Hollow fiber microdialysis probes were employed to assess the effect of subcutaneous implantation on glucose flux through polymeric membranes in rats over 8 days and to differentiate the transport effects of biofouling versus tissue changes. Three commercially available membranes were examined: poly(ether sulfone) (PES), polyacrylonitrile (PAN), and polycarbonate (PC). As measured by glucose recovery (the ratio of microdialysis glucose to blood glucose concentrations), transport through PES membranes was significantly less on day 2 than day 0 (39% decrease, p < 0.05) whereas PAN and PC showed no significant decreases in flux until day 8 (42 and 43%, respectively). Application of a transport model to glucose recovery data obtained before implantation in vivo and after explantation indicated that mass transport resistances originating from biofouling and tissue compartments increased between days 0 and 8. However, on average the biofouling layer adherent to the probe created substantially less resistance to glucose transport (12-24% of total) than did the tissue that surrounded the probe. These results suggested that future material developments for biosensors should be directed at understanding and modifying transport properties of tissues at the implant site. (C) 2001 John Wiley & Sons, Inc.","Duke Univ, Sch Engn, Dept Biomed Engn, Durham, NC 27708 USA; Duke Med Ctr, Durham, NC 27708 USA","Reichert, WM (reprint author), Duke Univ, Sch Engn, Dept Biomed Engn, Durham, NC 27708 USA.",,,,NIDDK NIH HHS [DK54932]; NIGMS NIH HHS [T32 GM08555],,,13,72,72,0,15,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012 USA",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,DEC 15,2001.0,57,4,,,,,513,521,,10.1002/1097-4636(20011215)57:4<513::AID-JBM1197>3.0.CO;2-E,,,,9,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,478YQ,WOS:000171376800005,11553881.0,,,,2019-02-25
J,"Yourtee, DM; Smith, RE; Russo, KA; Burmaster, S; Cannon, JM; Eick, JD; Kostoryz, EL",,,,"Yourtee, DM; Smith, RE; Russo, KA; Burmaster, S; Cannon, JM; Eick, JD; Kostoryz, EL",,,The stability of methacrylate biomaterials when enzyme challenged: Kinetic and systematic evaluations,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,,,English,Article,,,,,,biomaterial hydrolysis; monomer leaching; esterases; dental resins; methacrylates; biocompatibility; biodurability,POLYMERS; DEGRADATION; COMPONENTS; INVITRO; RESINS,"This study addressed whether methacrylate monomers and polymers used in dentistry might degrade from enzymolysis by acetylcholinesterase (ACHE), cholesterol esterase (CHE), porcine liver esterase (PRLE), and a pancreatic lipase (PNL). Short (hour) and long-term (day) exposures were performed. Product ratios were used to determine surface hydrolysis of the polymeric materials. Enzyme kinetics were studied for the monomers when challenged by ACHE, CHE, and PRLE. In the case of PRLE, the V-max for the dimethacrylate substrates varied slightly, but amounted to as much as 10% of that of p-nitrophenylacetate. The K-m for triethylene glycol dimethacrylate (TEGDMA) was 197 muM for ACHE and 1107 muM for CHE. The V-max was 2.7 nmol/min for ACHE and 3.5 nmol/min for CHE. TEGDMA was converted by CHE at 2% the rate of cholesteryl oleate. Long-term incubations of monomers with CHE and ACHE produced degrees of hydrolysis that evidenced structure dependency in the ability of the enzymes to effect hydrolysis. Particularly resistant were aromativ derivatives and those with branching in methacrylate linkages. Overall, the study confirms the ability of physiologically important esterases to catalyze the hydrolysis of biomaterial methacrylates. (C) 2001 John Wiley & Sons, Inc.","Univ Missouri, Sch Pharm, Div Pharmacol, Toxicore Lab, Kansas City, MO 64108 USA; Aventis Pharma, Kansas City, MO 64134 USA; US FDA, Kansas City Dist Off, Off Regulatory Affairs, Lenexa, KS 66061 USA; Univ Missouri, Sch Dent, Div Oral Biol, Kansas City, MO 64108 USA","Yourtee, DM (reprint author), Univ Missouri, Sch Pharm, Div Pharmacol, Toxicore Lab, Med Sch Bldg M5-C04,2411 Holmes St, Kansas City, MO 64108 USA.",,,,NIDCR NIH HHS [P01-DE09696],,,19,58,58,3,20,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012 USA",0021-9304,,,J BIOMED MATER RES,J. Biomed. Mater. Res.,DEC 15,2001.0,57,4,,,,,522,531,,10.1002/1097-4636(20011215)57:4<522::AID-JBM1198>3.0.CO;2-9,,,,10,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,478YQ,WOS:000171376800006,11553882.0,,,,2019-02-25
J,"Tarcha, PJ; Su, L; Baker, T; Langridge, D; Shastri, V; Langer, R",,,,"Tarcha, PJ; Su, L; Baker, T; Langridge, D; Shastri, V; Langer, R",,,Stability of photocurable anhydrides: Methacrylic acid mixed anhydrides of nontoxic diacids,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,,,English,Article,,,,,,"mixed anhydride stability; dimethacrylic sebacic anhydride; dimethacrylic 1,3-bis(p-carboxyphenoxy) propane; mixed anhydride condensation; disproportionation; free-radical inhibitor; biological applications; biomaterials; stabilization",,"Disproportionation of the liquid mixed anhydride dimethacrylic sebacic anhydride (m-SA) to methacrylic anhydride and polyanhydride oligomers, as well as vinylic polymerization, can occur on workup and storage at room temperature. Dimethacrylic 1,3-bis(p-carboxyphenoxy) propane, being a solid, can also disproportionate, but the propensity to do so is lower than for m-SA. These events can be suppressed with free-radical inhibitors, and the inhibitor 2 + 3-t-butyl-4-methoxyphenol is a more effective stabilizer than 4-methoxyphenol at 20.degreesC. (C) 2001 John Wiley & Sons, Inc.","Abbott Labs, Hosp Prod Div, Dept Adv Drug Delivery, N Chicago, IL 60064 USA; Abbott Labs, Specialty Prod Div, N Chicago, IL 60064 USA; MIT, Dept Chem Engn, Cambridge, MA 02139 USA","Tarcha, PJ (reprint author), Abbott Labs, Hosp Prod Div, Dept Adv Drug Delivery, 100 Abbott Pk Rd,Abbot Pk, N Chicago, IL 60064 USA.",,,,,,,10,20,20,3,8,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012 USA",0887-624X,,,J POLYM SCI POL CHEM,J. Polym. Sci. Pol. Chem.,DEC 15,2001.0,39,24,,,,,4189,4195,,10.1002/pola.10073,,,,7,Polymer Science,Polymer Science,497AY,WOS:000172431600001,,,,,2019-02-25
J,"Lang, MD; Chu, CC",,,,"Lang, MD; Chu, CC",,,Synthesis and chemical structural analysis of nitroxyl-radical-incorporated poly(acrylic acid/lactide/epsilon-caprolactone) copolymers,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,,,English,Article,,,,,,biomaterials; biodegradable; polycondensation,NITRIC-OXIDE; L-LACTIDE; POLY(ETHYLENE GLYCOL); POLYMERIZATION; POLYLACTONES; MECHANISM; KINETICS,"The goal of this research is to synthesize biodegradable polymers that would have nitroxyl radical biological functions. Linear aliphatic polyesters were chosen as the starting materials. The hydroxyl-terminated polylactide/epsilon -caprolactones (PBLC-OHs) were first synthesized by melt ring-opening copolymerization in the presence of benzyl alcohol and stannous octoate. PBLC-OHs were used as the precursor for the synthesis of double bond-functionalized polylactide/epsilon -caprolactones (PBLC-Mas) by reacting the hydroxyl end groups of PBLC-OH with maleic anhydride in melt at 130 degreesC. Acrylic acid/lactide/epsilon -caprolactone g-raft copolymers (PBLCAs) were then successfully carried out by the radical copolymerization of acrylic acid and PBLC-Ma initiated by azobisisobutyronitrile. Finally, nitroxyl radicals [4-amino-2,2,6,6-tetramethylpiperidine-1-oxy (TAM)] were incorporated into the carboxylic acid sites of the acrylic acid/lactide/epsilon -caprolactone copolymer (TAM-PBLCA) by reacting TAM with PBLCA in the presence of NX-carbonyl diimidazole. A high content of TAM was incorporated into the PBLCA copolymer. The polymers synthesized were characterized by H-1 and C-13 NMR. Fourier transform infrared spectroscopy, and electron paramagnetic resonance spectra. (C) 2001 John Wiley & Sons, Inc.","Cornell Univ, Dept Text & Apparel, Fiber Sci Program, Ithaca, NY 14853 USA","Chu, CC (reprint author), Cornell Univ, Dept Text & Apparel, Fiber Sci Program, Ithaca, NY 14853 USA.",,,"Lang, Meidong/0000-0003-2053-9284",,,,24,20,23,2,12,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012 USA",0887-624X,,,J POLYM SCI POL CHEM,J. Polym. Sci. Pol. Chem.,DEC 15,2001.0,39,24,,,,,4214,4226,,10.1002/pola.10030,,,,13,Polymer Science,Polymer Science,497AY,WOS:000172431600004,,,,,2019-02-25
J,"Lu, WW; Cheung, KMC; Li, YW; Luk, KDK; Holmes, AD; Zhu, QA; Leong, JCY",,,,"Lu, WW; Cheung, KMC; Li, YW; Luk, KDK; Holmes, AD; Zhu, QA; Leong, JCY",,,Bioactive bone cement as a principal fixture for spinal burst fracture - An in vitro biomechanical and morphologic study,SPINE,,,English,Article,,,,,,bioactive bone cement; spinal fracture; biomechanics; biomaterials,LUMBAR SPINE; CARBONATED APATITE; SCREW FIXATION; HYDROXYAPATITE; AUGMENTATION; INTERFACE; STRENGTH,"Study Design. An in vitro biomechanical and radiographic study to evaluate the properties of a newly developed bioactive bone cement for stabilization of the fractured spine, suitable for minimally invasive application. Objectives. To determine the mechanical stability of the fractured spine after injection of the newly developed bioactive bone cement under quasi-static and cyclic loading regimens. Summary of Background Data. Bone cement injection has been reported as a potentially useful, minimally invasive technique for treating vertebral body fracture or stabilizing osteoporosis. However, potential problems associated with the use of polymethylmethacrylate (PMMA) have prompted the search for alternative solutions, The use of bioactive bone cement as a potential replacement for PMMA has been reported. Methods. Biomechanical and radiographic analyses were used to test the mechanical stability of the fractured spine. The cement used was formed from hydroxyapatite powder containing strontium and bisphenol A diglycidylether dimethacrylate (D-GMA) resin. Twenty-six fresh porcine spine specimens (T10-L1) were divided into three groups: pilot, intact, and cemented. Spinal stiffness and failure strength were recorded in the intact group with the specimens flexed at 10degrees, Uniform injuries were created in all specimens of the cemented group, and compressive loading was applied with 10degrees of flexion until a fracture occurred. The bone cement was injected into the fractured spine, and stiffness was evaluated after 1 hour, Failure strength was also recorded after 3000 and 20,000 fatigue load cycles. Morphology of the specimens was observed and evaluated. Results. Results from a cell biocompatibility test indicated that the new bioactive bone cement was favorable for cell growth. Spinal stiffness significantly decreased after fracture (47.5% of intact condition). Instant stiffness of the spine recovered to 107.8% of the intact condition after bone cement injection. After 3000 and 20,000 cycles of fatigue loading, stiffness of the cemented spine was found to be 93.5% and 94.4% of intact stiffness, respectively (P< 0,05). Average failure strength of the spine was 5056 N (after 3000 cycles' and 5301 N (after 20,000 cycles) after bone cement injection and fatigue loading, Radiographs and cross-sectional observations indicated a good cement-bone bonding and fracture fill. Conclusions. A new bioactive bone cement without cytotoxic effect has been developed. Results show that minimally invasive techniques to apply this cement to porcine spines results in augmentation of mild burst fractures such that the original stiffness and strength of the vertebra are recovered. This new cement therefore shows potential as an augmentation to traditional instrumentation in the surgical management of vertebral fractures. The potential for further clinical applications is currently under investigation.","Univ Hong Kong, Dept Orthopaed Surg, Hong Kong, Hong Kong, Peoples R China; Duke Univ, Dept Biomed Engn, Durham, NC 27706 USA; First Mil Med Univ, Med Biomech Lab, Guangzhou, Peoples R China","Lu, WW (reprint author), Univ Hong Kong, Dept Orthopaed Surg, Hong Kong, Hong Kong, Peoples R China.",,,"Cheung, Kenneth/0000-0001-8304-0419",,,,33,43,65,0,11,LIPPINCOTT WILLIAMS & WILKINS,PHILADELPHIA,"530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA",0362-2436,,,SPINE,SPINE,DEC 15,2001.0,26,24,,,,,2684,2690,,10.1097/00007632-200112150-00010,,,,7,Clinical Neurology; Orthopedics,Neurosciences & Neurology; Orthopedics,508HG,WOS:000173082200009,11740355.0,,,,2019-02-25
