PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"ROSENBAUER, KA",,,,"ROSENBAUER, KA",,,SCANNING-ELECTRON-MICROSCOPY AS A METHOD FOR THE MORPHOLOGICAL-STUDY OF BIOMATERIALS,ACTA ANATOMICA,,,German,Meeting Abstract,,,,,,,,,,,,,,,,,0,0,0,0,0,KARGER,BASEL,"ALLSCHWILERSTRASSE 10, CH-4009 BASEL, SWITZERLAND",0001-5180,,,ACTA ANAT,Acta Anat.,,1981.0,111,1-2,,,,,128,129,,,,,,2,Anatomy & Morphology,Anatomy & Morphology,MH924,WOS:A1981MH92400367,,,,,2019-02-25
J,"FISCHER, JP; BURG, K; FUHGE, P; HEIMBURGER, N",,,,"FISCHER, JP; BURG, K; FUHGE, P; HEIMBURGER, N",,,PHYSICAL AND BIOCHEMICAL-CHARACTERIZATION OF BIOMATERIALS WITH RESPECT TO BLOOD COMPATIBILITY,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"HOECHST AG,D-6230 FRANKFURT 80,FED REP GER",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1981.0,5,2,,,,,185,185,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,MA190,WOS:A1981MA19000019,,,,,2019-02-25
J,"LEMM, W; KRUKENBERG, T; GERLACH, K; BUCHERL, ES",,,,"LEMM, W; KRUKENBERG, T; GERLACH, K; BUCHERL, ES",,,BIODEGRADATION OF SOME BIOMATERIALS AFTER SUBCUTANEOUS IMPLANTATION,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"FREE UNIV BERLIN,CHIRURG KLIN & POLIKLIN,D-1000 BERLIN 19,FED REP GER",,,,,,,,0,0,0,0,2,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1981.0,5,2,,,,,186,186,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,MA190,WOS:A1981MA19000022,,,,,2019-02-25
J,"MIURA, Y; AOYAGI, S; ARITA, Y; MIYAMOTO, K",,,,"MIURA, Y; AOYAGI, S; ARITA, Y; MIYAMOTO, K",,,ANTITHROMBOGENIC ACTIVITY OF ANTITHROMBIN III-HEPARIN AND UROKINASE COIMMOBILIZED ON ARTIFICIAL BIOMATERIALS,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"OSAKA UNIV,FAC PHARMACEUT SCI,DEPT BIOCHEM ENGN,OSAKA,JAPAN",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1981.0,5,3,,,,,306,306,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,MM858,WOS:A1981MM85800023,,,,,2019-02-25
J,"WATANABE, S; KATO, H; SHIMIZU, Y; TERAMATSU, T; HINO, T",,,,"WATANABE, S; KATO, H; SHIMIZU, Y; TERAMATSU, T; HINO, T",,,ANTIBACTERIAL BIOMATERIALS BY IMMOBILIZATION OF HEN EGG-WHITE LYSOZYME ONTO COLLAGEN-SYNTHETIC POLYMER COMPOSITES - HISTOLOGICAL-FINDINGS OF IMMOBILIZED LYSOZYME IN THE TISSUE OF A DIFFERENT SPECIES,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"KYOTO UNIV,CHEST DIS RES INST,DEPT THORAC SURG,KYOTO 606,JAPAN; KYOTO UNIV,PROD DEV RES INST,KYOTO 606,JAPAN",,,,,,,,0,2,2,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1981.0,5,3,,,,,309,309,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,MM858,WOS:A1981MM85800036,,,,,2019-02-25
J,"DUCHEYNE, P",,,,"DUCHEYNE, P",,,RESEARCH PRIORITIES IN BIOMATERIALS - THE EXPERIENCE FROM METALS,BIOMATERIALS,,,English,Editorial Material,,,,,,,,,,"DUCHEYNE, P (reprint author), CATHOLIC UNIV LEUVEN,B-3030 HEVERLE,BELGIUM.",,,,,,,0,0,0,0,0,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1981.0,2,2,,,,,66,67,,,,,,2,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,LN006,WOS:A1981LN00600001,,,,,2019-02-25
J,"CHAWLA, AS",,,,"CHAWLA, AS",,,EVALUATION OF PLASMA POLYMERIZED HEXAMETHYLCYCLOTRISILOXANE BIOMATERIALS TOWARDS ADHESION OF CANINE PLATELETS AND LEUKOCYTES,BIOMATERIALS,,,English,Article,,,,,,,,,,"CHAWLA, AS (reprint author), MCGILL UNIV, FAC MED, CTR ARTIFICIAL CELLS & ORGANS RES CTR, MONTREAL H3G 1Y6, QUEBEC, CANADA.",,,,,,,23,24,24,0,3,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,,1981.0,2,2,,,,,83,88,,10.1016/0142-9612(81)90004-1,,,,6,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,LN006,WOS:A1981LN00600004,7248426.0,,,,2019-02-25
J,"ROCKO, JM; SWAN, KG",,,,"ROCKO, JM; SWAN, KG",,,BIOMATERIALS IN PERIPHERAL VASCULAR-SURGERY,BIOMATERIALS,,,English,Article,,,,,,,,,,"ROCKO, JM (reprint author), COLL MED & DENT NEW JERSEY,NEW JERSEY MED SCH,DEPT SURG,NEWARK,NJ 07103, USA.",,,,,,,24,3,3,0,0,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1981.0,2,3,,,,,177,178,,10.1016/0142-9612(81)90047-8,,,,2,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,MB511,WOS:A1981MB51100010,7023555.0,,,,2019-02-25
J,"LANGER, RS; PEPPAS, NA",,,,"LANGER, RS; PEPPAS, NA",,,PRESENT AND FUTURE APPLICATIONS OF BIOMATERIALS IN CONTROLLED DRUG DELIVERY SYSTEMS,BIOMATERIALS,,,English,Review,,,,,,,,,"CHILDRENS HOSP,DEPT SURG,BOSTON,MA 02115; PURDUE UNIV,SCH CHEM ENGN,W LAFAYETTE,IN 47907","LANGER, RS (reprint author), MIT,DEPT NUTR & FOOD SCI,CAMBRIDGE,MA 02139, USA.",,,,,,,95,362,373,5,79,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1981.0,2,4,,,,,201,214,,10.1016/0142-9612(81)90059-4,,,,14,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,MN688,WOS:A1981MN68800002,7034798.0,,,,2019-02-25
J,"HIGHTOWER, JR; REED, TB",,,,"HIGHTOWER, JR; REED, TB",,,THERMAL CHEMICAL CONVERSION OF BIOMATERIALS - INTRODUCTION,BIOTECHNOLOGY AND BIOENGINEERING,,,English,Editorial Material,,,,,,,,,,"HIGHTOWER, JR (reprint author), SOLAR ENERGY RES INST,1617 COLE BLVD,GOLDEN,CO 80401, USA.",,,,,,,0,0,0,0,1,JOHN WILEY & SONS INC,NEW YORK,"605 THIRD AVE, NEW YORK, NY 10158-0012",0006-3592,,,BIOTECHNOL BIOENG,Biotechnol. Bioeng.,,1981.0,,,,11,,,101,101,,,,,,1,Biotechnology & Applied Microbiology,Biotechnology & Applied Microbiology,NC632,WOS:A1981NC63200010,,,,,2019-02-25
