PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"HOFFMAN, AS",,,,"HOFFMAN, AS",,,SYNTHETIC POLYMERIC BIOMATERIALS,ACS SYMPOSIUM SERIES,,,English,Review,,,,,,,,,"UNIV WASHINGTON,CTR BIOENGN,SEATTLE,WA 98105","HOFFMAN, AS (reprint author), UNIV WASHINGTON,DEPT CHEM ENGN,SEATTLE,WA 98105, USA.",,,,,,,26,10,10,0,6,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0097-6156,,,ACS SYM SER,,,1984.0,256,,,,,,13,29,,,,,,17,"Chemistry, Multidisciplinary",Chemistry,SV183,WOS:A1984SV18300002,,,,,2019-02-25
J,"HOFFMAN, AS",,,,"HOFFMAN, AS",,,IONIZING-RADIATION AND GAS PLASMA (OR GLOW) DISCHARGE TREATMENTS FOR PREPARATION OF NOVEL POLYMERIC BIOMATERIALS,ADVANCES IN POLYMER SCIENCE,,,English,Review,,,,,,,,,"UNIV WASHINGTON,DEPT CHEM ENGN,SEATTLE,WA 98195","HOFFMAN, AS (reprint author), UNIV WASHINGTON,CTR BIOENGN,SEATTLE,WA 98195, USA.",,,,,,,181,73,73,0,3,AMER INST PHYSICS,WOODBURY,"CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999",0065-3195,,,ADV POLYM SCI,,,1984.0,57,,,,,,141,157,,,,,,17,Polymer Science,Polymer Science,SF570,WOS:A1984SF57000004,,,,,2019-02-25
J,"FALKENHAGEN, D; FALKENHAGEN, U; COURTNEY, JM; BOTTCHER, M; SCHMITT, E; KLINKMANN, H",,,,"FALKENHAGEN, D; FALKENHAGEN, U; COURTNEY, JM; BOTTCHER, M; SCHMITT, E; KLINKMANN, H",,,A NEW METHOD BASED ON PLASMA PERFUSION FOR THE INVESTIGATION OF BIOMATERIALS,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"UNIV ROSTOCK,INNERE MED KLIN,DDR-2500 ROSTOCK,GER DEM REP",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1984.0,8,1,,,,,125,126,,,,,,2,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,SF358,WOS:A1984SF35800097,,,,,2019-02-25
J,"LYSAGHT, MJ; SCHMIDT, B; GURLAND, HJ",,,,"LYSAGHT, MJ; SCHMIDT, B; GURLAND, HJ",,,BOUNDARY-LAYERS AS BIOMATERIALS,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"KLINIKUM GROSSHADERN,MED CLIN 1,DEPT NEPHROL,MUNICH,FED REP GER",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1984.0,8,1,,,,,129,129,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,SF358,WOS:A1984SF35800112,,,,,2019-02-25
J,"PLENK, H",,,,"PLENK, H",,,ROLE OF BIOMATERIALS RESEARCH FOR ELECTRICAL-STIMULATION,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"VIENNA UNIV,INST HISTOL EMBRYOL,BONE & BIOMAT RES LAB,A-1010 VIENNA,AUSTRIA",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1984.0,8,3,,,,,390,390,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,TE209,WOS:A1984TE20900107,,,,,2019-02-25
J,"HARMAND, MF; BORDENAVE, L; DUCASSOU, D",,,,"HARMAND, MF; BORDENAVE, L; DUCASSOU, D",,,HUMAN OSTEOBLAST-LIKE CELLS IN CULTURE FOR INVITRO STUDY OF INTERACTION WITH BIOMATERIALS,BIOLOGY OF THE CELL,,,English,Meeting Abstract,,,,,,,,,"UNIV BORDEAUX 2,INSERM,CEEMASI,F-33076 BORDEAUX,FRANCE",,,,,,,,1,0,0,0,0,EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,PARIS CEDEX 15,"141 RUE JAVEL, 75747 PARIS CEDEX 15, FRANCE",0248-4900,,,BIOL CELL,Biol. Cell,,1984.0,52,1,,,,,A28,A28,,,,,,1,Cell Biology,Cell Biology,TZ384,WOS:A1984TZ38400081,,,,,2019-02-25
J,"BLACK, J",,,,"BLACK, J",,,SYSTEMIC EFFECTS OF BIOMATERIALS,BIOMATERIALS,,,English,Article,,,,,,,,,,"BLACK, J (reprint author), UNIV PENN, PHILADELPHIA, PA 19104 USA.",,,,,,,79,104,106,1,8,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0142-9612,1878-5905,,BIOMATERIALS,Biomaterials,,1984.0,5,1,,,,,11,18,,10.1016/0142-9612(84)90061-9,,,,8,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,RW553,WOS:A1984RW55300003,6375744.0,,,,2019-02-25
J,"POURBAIX, M",,,,"POURBAIX, M",,,ELECTROCHEMICAL CORROSION OF METALLIC BIOMATERIALS,BIOMATERIALS,,,English,Article,,,,,,,,,,"POURBAIX, M (reprint author), CTR BELGE ETUD CORROS,AVE PAUL HEGER,GRILLE 2,B-1050 BRUSSELS,BELGIUM.",,,,,,,54,162,163,7,76,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1984.0,5,3,,,,,122,134,,10.1016/0142-9612(84)90046-2,,,,13,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,SS957,WOS:A1984SS95700001,6375748.0,,,,2019-02-25
J,"BAGNALL, RD",,,,"BAGNALL, RD",,,THE MEANING OF BIOMATERIALS,BIOMATERIALS,,,English,Editorial Material,,,,,,,,,"UNIV EDINBURGH,EDINBURGH EH8 9YL,MIDLOTHIAN,SCOTLAND",,,,,,,,0,0,0,0,1,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1984.0,5,3,,,,,183,183,,10.1016/0142-9612(84)90056-5,,,,1,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,SS957,WOS:A1984SS95700011,,,,,2019-02-25
J,"DAVIDSON, GWR; PEPPAS, NA; THORNHILL, JA; ASH, SR",,,,"DAVIDSON, GWR; PEPPAS, NA; THORNHILL, JA; ASH, SR",,,ASSESSMENT OF BIOMATERIALS AS COMPONENTS OF A RECIPROCATING DIALYZER DURING CANINE DIALYSIS,BIOMATERIALS,,,English,Article,,,,,,,,,"PURDUE UNIV,SCH CHEM ENGN,DEPT VET MED,W LAFAYETTE,IN 47907; PURDUE UNIV,INST INTERDISCIPLINARY ENGN STUDIES,W LAFAYETTE,IN 47907",,,,,,,,16,5,5,0,1,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, OXON, ENGLAND OX5 1GB",0142-9612,,,BIOMATERIALS,Biomaterials,,1984.0,5,4,,,,,227,233,,10.1016/0142-9612(84)90020-6,,,,7,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,TG046,WOS:A1984TG04600007,6487703.0,,,,2019-02-25
