PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"SAKURAI, Y; AKAIKE, T",,,,"SAKURAI, Y; AKAIKE, T",,,INTERFACIAL PHENOMENON IN BIOMATERIALS CHEMISTRY,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,English,Meeting Abstract,,,,,,,,,"TOKYO WOMENS MED COLL,INST MED ENGN,SHINJUKU KU,TOKYO 162,JAPAN; TOKYO WOMENS MED COLL,INST HEART,DEPT SURG SCI,SHINJUKU KU,TOKYO 162,JAPAN",,,,,,,,0,0,0,0,0,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0065-7727,,,ABSTR PAP AM CHEM S,Abstr. Pap. Am. Chem. Soc.,,1979.0,,APR,,,,,225,225,,,,,,1,"Chemistry, Multidisciplinary",Chemistry,GN806,WOS:A1979GN80601670,,,,,2019-02-25
J,"ZINGG, W",,,,"ZINGG, W",,,5TH ANNUAL-MEETING OF THE BIOMATERIALS SOCIETY - 1ST MEETING OF THE CANADIAN SOCIETY FOR BIOMATERIALS,ARTIFICIAL ORGANS,,,English,Editorial Material,,,,,,,,,,"ZINGG, W (reprint author), HOSP SICK CHILDREN,TORONTO M5G 1X8,ONTARIO,CANADA.",,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1979.0,3,3,,,,,284,287,,,,,,4,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,HJ953,WOS:A1979HJ95300021,,,,,2019-02-25
J,"FISCHER, JP; BECKER, U; BURG, K; HEIMBURGER, N",,,,"FISCHER, JP; BECKER, U; BURG, K; HEIMBURGER, N",,,"CORRELATIONS BETWEEN CHEMICAL-STRUCTURE, PHYSICAL-PROPERTIES AND THE INVITRO AND EXVIVO BLOOD COMPATIBILITY OF BIOMATERIALS",ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"HOECHST AG,D-6230 FRANKFURT 80,FED REP GER; BEHRINGWERKE AG,D-3550 MARBURG,FED REP GER",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1979.0,3,3,,,,,296,296,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,HJ953,WOS:A1979HJ95300046,,,,,2019-02-25
J,"FUHGE, P; BECKER, U; HEIMBURGER, N",,,,"FUHGE, P; BECKER, U; HEIMBURGER, N",,,INACTIVATION OF CLOTTING FACTOR-V - SIMPLE INVITRO TEST FOR SCREENING BIOMATERIALS,ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"BEHRINGWERKE AG,RES LABS,D-3550 MARBURG,FED REP GER",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1979.0,3,3,,,,,297,297,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,HJ953,WOS:A1979HJ95300050,,,,,2019-02-25
J,"KAISER, ME; BUCHERL, ES",,,,"KAISER, ME; BUCHERL, ES",,,"INVITRO-TESTS OF THROMBOGENICITY, PROTEIN ADSORPTION AND HEMOLYTIC PROPERTIES OF BIOMATERIALS",ARTIFICIAL ORGANS,,,English,Meeting Abstract,,,,,,,,,"FREE UNIV BERLIN,KLINIKUM CHARLOTTENBURG,CHIRURG KLIN,D-1000 BERLIN 19,FED REP GER",,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0160-564X,,,ARTIF ORGANS,Artif. Organs,,1979.0,3,3,,,,,301,301,,,,,,1,"Engineering, Biomedical; Transplantation",Engineering; Transplantation,HJ953,WOS:A1979HJ95300068,,,,,2019-02-25
J,"KATZ, JL",,,,"KATZ, JL",,,ENGINEERING CRITERIA FOR BIOMATERIALS - SOME THOUGHTS ON INSITU MEASUREMENTS,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,,"KATZ, JL (reprint author), RENSSELAER POLYTECH INST,CTR BIOMED ENGN,TROY,NY 12181, USA.",,,,,,,6,1,1,0,0,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1979.0,7,1,,,,,81,87,,10.3109/10731197909119374,,,,7,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,HC269,WOS:A1979HC26900008,454785.0,,,,2019-02-25
J,"WHITE, RA; WHITE, EW; NELSON, RJ",,,,"WHITE, RA; WHITE, EW; NELSON, RJ",,,UNIFORM MICROPOROUS BIOMATERIALS PREPARED BY THE REPLAMINEFORM TECHNIQUE,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,,"WHITE, RA (reprint author), UNIV CALIF LOS ANGELES,HARBOR GEN HOSP,MED CTR,DIV THORAC & CARDIOVASC SURG,TORRANCE,CA 90509, USA.",,,,,,,16,12,12,0,1,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1979.0,7,1,,,,,127,132,,,,,,6,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,HC269,WOS:A1979HC26900013,454777.0,,,,2019-02-25
J,"LEAKE, D; SCHWARTZ, HC; MICHIELI, S; HABAL, MB; FREEMAN, S",,,,"LEAKE, D; SCHWARTZ, HC; MICHIELI, S; HABAL, MB; FREEMAN, S",,,STATUS OF SELECTED BIOMATERIALS FOR ORAL AND MAXILLOFACIAL SURGERY,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,,"LEAKE, D (reprint author), UNIV CALIF LOS ANGELES,HARBOR MED CTR,TORRANCE,CA 90509, USA.",,,,,,,8,0,0,0,1,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1979.0,7,2,,,,,213,227,,10.3109/10731197909117577,,,,15,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,HF630,WOS:A1979HF63000005,157171.0,,,,2019-02-25
J,"HABAL, MB",,,,"HABAL, MB",,,CURRENT STATUS OF BIOMATERIALS CLINICAL APPLICATIONS IN PLASTIC AND RECONSTRUCTIVE SURGERY,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,,"HABAL, MB (reprint author), UNIV S FLORIDA,DEPT SURG,DIV PLAST & RECONSTRUCT SURG,TAMPA,FL 33612, USA.",,,,,,,23,4,4,0,2,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1979.0,7,2,,,,,229,241,,10.3109/10731197909117578,,,,13,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,HF630,WOS:A1979HF63000006,157172.0,,,,2019-02-25
J,"HENCH, LL",,,,"HENCH, LL",,,FUTURE-DEVELOPMENTS AND APPLICATIONS OF BIOMATERIALS - OVERVIEW,BIOMATERIALS MEDICAL DEVICES AND ARTIFICIAL ORGANS,,,English,Article,,,,,,,,,,"HENCH, LL (reprint author), UNIV FLORIDA,DEPT MAT SCI & ENGN,GAINESVILLE,FL 32611, USA.",,,,,,,10,7,7,0,4,MARCEL DEKKER INC,NEW YORK,"270 MADISON AVE, NEW YORK, NY 10016",0090-5488,,,BIOMATER ARTIF CELL,,,1979.0,7,2,,,,,339,350,,10.3109/10731197909117590,,,,12,"Engineering, Biomedical; Materials Science, Biomaterials",Engineering; Materials Science,HF630,WOS:A1979HF63000018,111725.0,,,,2019-02-25
