PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Guo, XD; Zheng, QX; Du, JY; Yang, SH; Wang, H; Shao, ZW; Sun, EJ",,,,"Guo, XD; Zheng, QX; Du, JY; Yang, SH; Wang, H; Shao, ZW; Sun, EJ",,,"Molecular tissue engineering: Concepts, status and challenge",JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,,,English,Article,,,,,,tissue engineering; stein cell; gene therapy; biomimetic biomaterials; molecular biology; molecular tissue engineering; growth factor delivery,GENE-THERAPY; STEM-CELLS; DRUG-DELIVERY; GROWTH-FACTOR; BIOMATERIALS; BONE; TRANSPLANTATION; CARTILAGE; FUTURE; PERSPECTIVES,"Tissue engineering has confronted many difficulties mainly as follows: 1) How to modulate the adherence, proliferation, and oriented differentiation of seed cells, especially that of stemcells. 2) Massive preparation and sustained controllable delivery of tissue inducing factors or plasmid DNA, such as growth factors, an giogenesis stimulators, and so on. 3) Development of ""intelligent biomimetic materials"" as extracellular matrix with a good superficial and structural compatibility as well as biological activity to stimulate predictable, controllable and desirable responses under defined conditions. Molecular biology is currently one of the most exciting fields of research across life sciences, and the advances in a also bring a bright future for tissue engineering to overcome these difficulties. In recent years, tissue engineering benefits a lot from molecular biology. Only a comprehensive understanding of the involved ingredients of tissue engineering (cells, tissue inducing factors, genes, biomaterials) and the subtle relationships between them at molecular level can Lead to a successful manipulation of reparative processes and a better biological substitute. Molecular tissue engineering, the offspring of the tissue engineering and molecular biology, has gained an increasing importance in recent years. It offers the promise of not simply replacing tissue, but improving the restoration. The studies presented in this article put forward this new concept for the first time and provide an insight into the basic principles, status and challenges of this emerging technology.","Huazhong Univ Sci & Technol, Tongji Med Coll, Union Hosp, Dept Orthopaed, Wuhan 430022, Peoples R China; Wuhan Univ Technol, Wuhan 430070, Peoples R China",,,"guo, xiaodong/K-2600-2013; Shao, Zengwu/E-9301-2018","Shao, Zengwu/0000-0003-1616-8118",,,,58,11,13,0,6,JOURNAL WUHAN UNIV TECHNOLOGY,WUHAN,"WUHAN UNIV TECHNOLOGY, WUHAN 430070, PEOPLES R CHINA",1000-2413,1993-0437,,J WUHAN UNIV TECHNOL,J. Wuhan Univ. Technol.-Mat. Sci. Edit.,SEP,2002.0,17,3,,,,,30,34,,,,,,5,"Materials Science, Multidisciplinary",Materials Science,628QH,WOS:000180007400008,,,,,2019-02-25
J,"Molinaro, JD; Diefenderfer, KE; Strother, JM",,,,"Molinaro, JD; Diefenderfer, KE; Strother, JM",,,The influence of a packable resin composite conventional resin composite and amalgam on molar cuspal stiffness,OPERATIVE DENTISTRY,,,English,Article,,,,,,,FRACTURE-RESISTANCE; BONDED AMALGAM; POSTERIOR COMPOSITE; RESTORATIVE MATERIALS; IN-VIVO; TEETH; PREMOLARS; STRENGTH; WEAR; POLYMERIZATION,"Packable resin composites may offer improved properties and clinical performance over conventional resin composites or dental amalgam. This in vitro study examined the cuspal stiffness of molars restored with a packable resin composite, a conventional posterior microfilled resin composite and amalgam. Forty-eight intact caries-free human third molars were distributed into four treatment groups (n=12) so that the mean cross-sectional areas of all groups were equal. Standardized MOD cavity preparations were made and specimens restored using one of four restorative materials: (1) a spherical particle amalgam (Tytin); (2) Tytin amalgam with a dentin adhesive liner (OptiBond Solo); (3) a conventional microfilled posterior resin composite (Heliomolar); (4) a packable posterior resin composite (Prodigy Posterior). Cuspal stiffness was measured using a Bionix 200 biomaterials testing machine (MTS). Specimens were loaded vertically to 300 N at a crosshead speed of 1.0 mm/minute. Stiffness was measured at 10 intervals: (1) prior to cavity preparation (intact); (2) following cavity preparation, but before restoration; (3) seven days after restoration; then (4) 1,2,3,4,5,6 and 12 months after restoration. All specimens were stored at 37degreesC in deionized water throughout the study and thermocycled (5degrees55degreesC; 2000 cycles) monthly for 12 months. Repeated Measures ANOVA revealed significant differences among treatment groups over time (p<0.0001). Cavity preparation reduced cuspal stiffness by more than 60%. At 12 months, the cuspal stiffness of restored teeth was, on average, 58% that of intact specimens. Neither the packable nor the conventional resin composite increased cuspal stiffness over that of amalgam.","Branch Dent Annex, Indian Head, MD 20640 USA; USN, Dent Res Inst, Appl Clin Sci, Great Lakes, IL 60088 USA; USN, Postgrad Dent Sch, Great Lakes, IL 60088 USA","Molinaro, JD (reprint author), NSWC Div, 1600 W Wilson Rd, Indian Head, MD 20640 USA.",molinarojd@nnd10.med.navy.mil,,,,,,65,8,8,0,0,OPERATIVE DENTISTRY INC,INDIANAPOLIS,"INDIANA UNIV SCHOOL DENTISTRY, ROOM S411, 1121 WEST MICHIGAN ST, INDIANAPOLIS, IN 46202-5186 USA",0361-7734,1559-2863,,OPER DENT,Oper. Dent.,SEP-OCT,2002.0,27,5,,,,,516,524,,,,,,9,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine",587YP,WOS:000177672200016,12216572.0,,,,2019-02-25
J,"Gamba, PG; Conconi, MT; Lo Piccolo, R; Zara, G; Spinazzi, R; Parnigotto, PP",,,,"Gamba, PG; Conconi, MT; Lo Piccolo, R; Zara, G; Spinazzi, R; Parnigotto, PP",,,Experimental abdominal wall defect repaired with acellular matrix,PEDIATRIC SURGERY INTERNATIONAL,,,English,Article,,,,,,acellular matrix; abdominal-wall defect; diaphragmatic prosthesis,CULTURED URETHRAL EPITHELIUM; AUTOLOGOUS GRAFT; DERMAL MATRIX; MUSCLE; REGENERATION; GROWTH; RABBIT; HYPOSPADIAS; UROTHELIUM; MYOBLASTS,"In the surgical repair of congenital abdominal-wall defects (AWD), the ready availability of a nonimmunogenic and non-prosthetic biomaterial that could guide the regeneration of normal tissue is a fascinating possibility. Biomaterials are already in use, but in our experience, an acellular matrix (ACM) can stimulate exact regeneration of the absent tissue. We explored the possibility of using an ACM to repair a muscular AWD in an animal model. Male New Zealand white rabbits (3-4 kg, n = 18) were anesthetized and the abdominal wall was shaved and scrubbed; a vertical incision was made in the left lower quadrant and a large patch of external-oblique muscle was resected (3 x 3 cm). The animals underwent reconstruction with homologous diaphragm acellular matrix (HDAM) grafts that were previously prepared using a detergent enzymatic method. The patches were evaluated histologically at 9 (n = 6), 40 (n = 6), and 90 (n = 6) days post-surgery in each group; moreover, 90 days post-surgery an electromyogram (EMG) (n = 6) of the implanted matrix was recorded. Histologic analysis demonstrated that the HDAM supported fibroblast migration, deposition of newly-formed collagen, and neovascularization. No signs of necrosis, or evidence of skeletal-muscle-cell ingrowth were detected. The EMG revealed minimum muscular electrophysiologic activity, probably due to muscle underlying the patch. The HDAM we employed was thus not able to produce reconstruction of the skeletal muscle, and was progressively remodeled into fibrous tissue. Since the ultimate reason for failure of muscle regeneration is a lack of myogenesis, future studies will use ACMs preconditioned by various regulators of myoblast proliferation and differentiation.","Univ Padua, Dept Pharmaceut Sci, Padua, Italy; Univ Padua, Dept Neurol, Padua, Italy; Univ Padua, Dept Pediat Surg, Padua, Italy","Gamba, PG (reprint author), Univ Padua, Azienda Ospedurg, Div Chirurg Pediat, Via Giustiniani 3, I-35121 Padua, Italy.",,"gamba, piergiorgio/J-1935-2018","gamba, piergiorgio/0000-0003-2068-342X",,,,28,48,49,0,8,SPRINGER-VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010 USA",0179-0358,,,PEDIATR SURG INT,Pediatr. Surg. Int.,SEP,2002.0,18,5-6,,,,,327,331,,10.1007/s00383-002-0849-5,,,,5,Pediatrics; Surgery,Pediatrics; Surgery,619ZM,WOS:000179508000009,12415348.0,,,,2019-02-25
J,"Mukhopadhyay, P",,,,"Mukhopadhyay, P",,,Emerging trends in plastics technology,PLASTICS ENGINEERING,,,English,Article,,,,,,,POLYMER FILM; BIOMATERIALS,"Polymers are the backbone of plastics. The giants of the molecular world, they can be built from simple moleculars (monomers) into stars, chains, brushes and trees to generate desired application-specific qualities. The objective of this review is to highlight some examples of exciting, emerging developmental trends in plastics and in their technologies. The scope is not limited to documenting a series of developments in plastics technology but also to inform readers where these events are taking place.",,,,,,,,,37,2,2,0,0,SOC PLASTICS ENG INC,BROOKFIELD,"14 FAIRFIELD DR, BROOKFIELD, CT 06804-0403 USA",0091-9578,,,PLAST ENG,Plast. Eng.,SEP,2002.0,58,9,,,,,28,+,,,,,,9,"Engineering, Chemical; Materials Science, Multidisciplinary",Engineering; Materials Science,598ZT,WOS:000178308200009,,,,,2019-02-25
J,"Lee, CW; Bae, KS",,,,"Lee, CW; Bae, KS",,,Synthesis and properties of block copolymer comprising of poly(DL-lactic acid) and poly(ethylene oxide),POLYMER-KOREA,,,Korean,Article,,,,,,block copolymer; hydroxy terminal; draw ratio; flexibility,DEGRADATION; SURGERY,"The block copolymers were prepared by the ring opening polymerization of DL-lactide by poly(ethylene oxide) (PEO) with diethylzinc (ZnEt2) as a catalyst. When the feed ratio of PEO was over 30% relative to DL-lactide, the polymerization of Dl-lactide took place from the PEO hydroxyl terminals to provide the desired A-B-A or A-H block copolymer. The block copolymers were made of films by cast method and the films obtained was drawn to 2.5 times at 60 degreesC. At the same draw ratio, the tensile moduli-is of the films was decreased with increasing PEO content in the block copolymers. It was therefore suggested that the block copolymers comprising of PDLLA and PEO, had high potentials as the biomaterials with improved flexibility.","Hoseo Univ, Dept Innovat Ind & Technol, Asan 336795, South Korea; Chungnam Natl Univ, Dept Text Engn, Taejon, South Korea","Lee, CW (reprint author), Hoseo Univ, Dept Innovat Ind & Technol, Asan 336795, South Korea.",cwlee@office.hoseo.ac.kr,,,,,,12,2,2,0,3,POLYMER SOC KOREA,SEOUL,"ROOM 601, HATCHON BUILDING, 831 YEOKSAM-DONG, KANGNAM-KU, SEOUL 135-792, SOUTH KOREA",0379-153X,,,POLYM-KOREA,Polym.-Korea,SEP,2002.0,26,5,,,,,582,588,,,,,,7,Polymer Science,Polymer Science,601GH,WOS:000178437800005,,,,,2019-02-25
J,"Li, AM; Sun, KN; Yin, YS; Lu, ZH; Yu, SJ; Bi, JQ",,,,"Li, AM; Sun, KN; Yin, YS; Lu, ZH; Yu, SJ; Bi, JQ",,,The prospect of the developing trend of hydroxyapatite bioceramic,RARE METAL MATERIALS AND ENGINEERING,,,Chinese,Article,,,,,,hydroxyapatite; porous; composites,CALCIUM-PHOSPHATE CERAMICS,The status and trend of HAP biomaterials were reviewed and prospected. Porous hydroxyapatite and the composites of hydroxyapatite were introduced briefly. Finally the developing orientation of hydroxyaptite was given.,"Shandong Univ, Engn Ceram Key Lab Shandong Prov, Mat Inst, Jinan 250061, Peoples R China","Li, AM (reprint author), Shandong Univ, Engn Ceram Key Lab Shandong Prov, Mat Inst, Jinan 250061, Peoples R China.",,,,,,,17,0,0,1,6,NORTHWEST INST NONFERROUS METAL RESEARCH,SHAANXI,"C/O RARE METAL MATERIAL ENGINEERING PRESS, PO BOX 51, XIAN, SHAANXI 710016, PEOPLES R CHINA",1002-185X,,,RARE METAL MAT ENG,Rare Metal Mat. Eng.,SEP,2002.0,31,,,1,,,477,480,,,,,,4,"Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering",Materials Science; Metallurgy & Metallurgical Engineering,623VV,WOS:000179724300124,,,,,2019-02-25
J,"Popa, MV; Vasilescu, E; Drob, P; Vasilescu, C; Popescu, B; Popa, M",,,,"Popa, MV; Vasilescu, E; Drob, P; Vasilescu, C; Popescu, B; Popa, M",,,Study regarding the electrochemical behaviour of titanium and of the Ti-6Al-4V dental alley in biological electrolyte,REVISTA DE CHIMIE,,,Rumanian,Article,,,,,,titanium dental materials; artificial saliva; Ringer's solutions,ALLOYS; BIOMATERIALS; IMPLANTS; TISSUE,"In this paper, the stability (for 1000 exposure hours) of the passive Films on Ti-6Al-4V dental alloy is studied in comparison with base metal, in solutions which reproduce ""in vitro"" the corrosion environment from the oral cavity (artificial saliva) and from adiacent tissues of the oral implants (physiological serum - 0.9% NaCl, Ringer's solutions) the non-uniformity conditions of the biological electrolyte pH are simulated.","Acad Romana, Inst Chim Fiz IG Murgulescu, Bucharest 77208, Romania; Inst Polytech Bucharest, Bucharest 78126, Romania; Univ Med & Farm, Fac Stomatol, Bucharest, Romania","Vasilescu, E (reprint author), Acad Romana, Inst Chim Fiz IG Murgulescu, Splaiul Independentej,Nr 202,Sector 6, Bucharest 77208, Romania.",,"Vasilescu, Cora/C-1062-2012; Drob, Paula/C-5170-2013; Popa, Monica/C-4370-2011; Vasilescu, Ecaterina/C-5129-2013","Popa, Monica/0000-0002-5661-5931; Drob, Paula/0000-0001-7556-7018; Vasilescu, Cora/0000-0002-8991-9544; Vasilescu, Ecaterina/0000-0002-0295-1585",,,,16,6,6,1,3,CHIMINFORM DATA S A,BUCHAREST,"CALEA PLEVNEI NR 139, SECTOR 6, BUCHAREST R-77131, ROMANIA",0034-7752,,,REV CHIM-BUCHAREST,Rev. Chim.,SEP,2002.0,53,9,,,,,590,594,,,,,,5,"Chemistry, Multidisciplinary; Engineering, Chemical",Chemistry; Engineering,632ML,WOS:000180227000004,,,,,2019-02-25
J,"Braceras, I; Alava, JI; Onate, JI; Brizuela, M; Garcia-Luis, A; Garagorri, N; Viviente, JL; de Maeztu, MA",,,,"Braceras, I; Alava, JI; Onate, JI; Brizuela, M; Garcia-Luis, A; Garagorri, N; Viviente, JL; de Maeztu, MA",,,Improved osseointegration in ion implantation-treated dental implants,SURFACE & COATINGS TECHNOLOGY,,,English,Article; Proceedings Paper,12th International Conference on Surface Modification of Materials by Ion Beams,"SEP 09-14, 2001","MARBURG, GERMANY","Philipps Univ Marburg, Gesell Schwerionenforsch mbH",,ion implantation; osseointegration; biomaterials; titanium; dental implant; bone,TITANIUM IMPLANTS,"Implants for knee, hip and dental part replacement are becoming increasingly used in surgery Unfortunately, their use is sometimes accompanied by failure due to infection, inflammation, integration problems with the surrounding tissues or bone, and implant failure due to mishandling. Surface treatment, such as ion implantation, has been identified as a good candidate to modify the surface properties of the implant to significantly improve its osseointegration. This work reports on the ion implantation of light ions in commercial Ti6Al4V dental implants and subsequent osseointegration tests. Various light ions were implanted W, N, CO, NO with energy ranging from 45 to 100 keV and doses up to 5 X 10(17) ions/cm(2). Both ion-implanted and control dental implants were inserted in the tibial plateau of adult rabbits, the epiphysis and diaphysis of the tibia for the evaluation of their degree of osseointegration. After 3 months the implants were extracted and several histological sections were prepared from whole bones for evaluation of their osseointegration in the tibia. In addition, the surface of the implant, and the interface between the bone and the implant were examined by scanning electron microscopy (SEM), energy-dispersive spectroscopy (EDS) and Xray photoelectron spectroscopy (XPS) techniques. Some ion implantation treatments did not significantly change the performance of the dental implants relative to the untreated implants, while tests showed that the ion implantation of CO remarkably improved the osseointegration properties, i.e. the percentage of bone and implant in contact. (C) 2002 Elsevier Science B.V. All rights reserved.","Fundac INASMET, San Sebastian 20009, Spain","Braceras, I (reprint author), Fundac INASMET, Mikeletegi Pasealekua 2, San Sebastian 20009, Spain.",,"Braceras, Inigo/I-1871-2015; Onate, J. Ignacio/I-1555-2015","Braceras, Inigo/0000-0001-9095-7663; ",,,,8,26,27,0,9,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0257-8972,,,SURF COAT TECH,Surf. Coat. Technol.,SEP,2002.0,158,,,,,,28,32,PII S0257-8972(02)00203-7,10.1016/S0257-8972(02)00203-7,,,,5,"Materials Science, Coatings & Films; Physics, Applied",Materials Science; Physics,602AJ,WOS:000178482100006,,,,,2019-02-25
J,"Niinomi, M; Akahori, T; Yabunaka, T; Fukui, H; Suzuki, A",,,,"Niinomi, M; Akahori, T; Yabunaka, T; Fukui, H; Suzuki, A",,,Fretting fatigue characteristics of new biomedical beta-type titanium alloy in air and simulated body environment,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,,,Japanese,Article,,,,,,beta-type titanium alloy; elastic modulus; plain fatigue; fretting fatigue; Ringer's solution,,"In general, fretting fatigue may occur in the artificial hip joint and bone cement as a result of the cyclic loading and fretting between these parts. Fretting decreases dynamic durability and produces wear debris, etc. These can cause various effects on the human body and therefore, it is necessary to know the fretting fatigue characteristics of biomaterials in vivo in order to avoid these effects. In this study, plain fatigue and fretting fatigue tests were carried out in air and in vivo environment, that is, in Ringer's solution on Ti-29Nb-13Ta-4.6Zr, which has been developed recently for biomedical materials, and also on conventional biomedical material, Ti-15Mo-5Zr-3Al. In both low cycle fatigue and high cycle fatigue life regions, fretting fatigue strength of Ti-29Nb-13Ta-4.6Zr and Ti-15Mo-5Zr-3Al subjected to various heat treatments decreases remarkably as compared with their plain fatigue strength. In this case, the decreasing ratio of fatigue life by fretting increases with increasing the crack growth area, which is caused by the tangential force at the contact plane of pad. In fretting fatigue in air, degree of damage by fretting, which is indicated by Pf/Ff where Pf and Ff are the plain fatigue limit and fretting fatigue limit, respectively, increases with increasing elastic modulus and hardness. In fretting fatigue in vivo environment, passive film on specimen surface is destroyed by fretting action even in Ti-29Nb-13Ta-4.6Zr, which has excellent corrosion resistance, and, as a result, corrosion pits that lead to decreasing fretting fatigue strength especially in high cycle fatigue life region, are formed on its surface.","Toyohashi Univ Technol, Toyohashi, Aichi 4418580, Japan; Aichi Gakuin Univ, Sch Dent, Nagoya, Aichi 464, Japan; Daido Steel Co Ltd, R&D Lab, Nagoya, Aichi, Japan","Niinomi, M (reprint author), Toyohashi Univ Technol, 1-1 Hibarigaoka Tempaku Cho, Toyohashi, Aichi 4418580, Japan.",,"Niinomi, Mitsuo/B-5965-2011",,,,,16,13,13,2,11,IRON STEEL INST JAPAN KEIDANREN KAIKAN,TOKYO,"9-4 OTEMACHI 1-CHOME CHIYODA-KU, TOKYO, 100, JAPAN",0021-1575,,,TETSU TO HAGANE,Tetsu To Hagane-J. Iron Steel Inst. Jpn.,SEP,2002.0,88,9,,,,,553,560,,10.2355/tetsutohagane1955.88.9_553,,,,8,Metallurgy & Metallurgical Engineering,Metallurgy & Metallurgical Engineering,591MZ,WOS:000177885600012,,Bronze,,,2019-02-25
J,"Niinomi, M; Akahori, T; Nakamura, S; Fukui, H; Suzuki, A",,,,"Niinomi, M; Akahori, T; Nakamura, S; Fukui, H; Suzuki, A",,,Wear characteristics of surface oxidation treated new biomedical beta-type titanium alloy in simulated body environment,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,,,Japanese,Article,,,,,,beta-type titanium alloy; non-toxic element; friction wear properties; oxide; oxidation treatment,BIOCOMPATIBILITY,"Wear resistance is one of the important characteristics for biomaterials. An excessive friction wear is one of the main causes of looseness in artificial hip joints because the progress of wear depresses the mobility and load capacity of the artificial hip joints. While, titanium and its alloys are well known to have excellent biocompatibility among the metallic materials. However, wear resistance of titanium and its alloys is considerably lower than that of Co-Cr alloy and SUS316L stainless steel, which are conventional biomaterials. In this study, therefore, the oxidation treatment was carried out to improve wear resistance of Ti-29Nb-13Ta-4.6Zr, a new beta-type titanium alloy, and Ti-6Al-4V ELI, a typical conventional titanium alloy, for biomedical applications. The following results were obtained. In oxidized Ti-29Nb-13Ta-4.6Zr, the alpha phase precipitates below oxide layer on the specimen surface. The highest hardness is obtained in the vicinity of boundary between oxide layer and oxygen solution layer in oxidized Ti-29Nb-13Ta-4.6Zr. When the oxidation treatment is conducted with Ti-29Nb-13Ta-4.6Zr, oxygen solute in the alloy is greater than that in Ti-6Al-4V ELI. Therefore, the oxide layer of Ti-29Nb-13Ta-4.6Zr shows no exfoliation. For a oxidation treatment temperature of 773K, weight loss of Ti-29Nb-13Ta-4.6Zr decreases with increasing treatment time. However, weight loss of Ti-6Al-4V ELI increases in this case. For a oxidation treatment temperature of 1073K, weight loss decreases in both Ti-29Nb-13Ta-4.6Zr and Ti-6Al-4V ELI with increasing treatment time. From the above results, it can be concluded that oxidation treatment is the effective way to improve wear resistance of Ti-29Nb-13Ta-4.6Zr.","Toyohashi Univ Technol, Toyohashi, Aichi 4418580, Japan; Aichi Gakuin Univ, Sch Dent, Nagoya, Aichi 464, Japan; Daido Steel Co Ltd, R&D Lab, Nagoya, Aichi, Japan","Niinomi, M (reprint author), Toyohashi Univ Technol, 1-1 Hibarigaoka Tempaku Cho, Toyohashi, Aichi 4418580, Japan.",,"Niinomi, Mitsuo/B-5965-2011",,,,,16,20,20,0,4,IRON STEEL INST JAPAN KEIDANREN KAIKAN,TOKYO,"9-4 OTEMACHI 1-CHOME CHIYODA-KU, TOKYO, 100, JAPAN",0021-1575,,,TETSU TO HAGANE,Tetsu To Hagane-J. Iron Steel Inst. Jpn.,SEP,2002.0,88,9,,,,,567,574,,10.2355/tetsutohagane1955.88.9_567,,,,8,Metallurgy & Metallurgical Engineering,Metallurgy & Metallurgical Engineering,591MZ,WOS:000177885600014,,Bronze,,,2019-02-25
